RealTime,HostTimestamp (ms),Glider Turning
2017-05-09 17:00:46.739,170739,0
2017-05-09 17:00:46.839,170839,0
2017-05-09 17:00:46.939,170939,0
2017-05-09 17:00:47.039,171039,0
2017-05-09 17:00:47.139,171139,0
2017-05-09 17:00:47.239,171239,0
2017-05-09 17:00:47.339,171339,0
2017-05-09 17:00:47.439,171439,0
2017-05-09 17:00:47.539,171539,0
2017-05-09 17:00:47.639,171639,0
2017-05-09 17:00:47.739,171739,0
2017-05-09 17:00:47.839,171839,0
2017-05-09 17:00:47.939,171939,0
2017-05-09 17:00:48.039,172039,0
2017-05-09 17:00:48.139,172139,0
2017-05-09 17:00:48.239,172239,0
2017-05-09 17:00:48.339,172339,0
2017-05-09 17:00:48.439,172439,0
2017-05-09 17:00:48.539,172539,0
2017-05-09 17:00:48.639,172639,0
2017-05-09 17:00:48.739,172739,0
2017-05-09 17:00:48.839,172839,0
2017-05-09 17:00:48.939,172939,0
2017-05-09 17:00:49.039,173039,0
2017-05-09 17:00:49.139,173139,0
2017-05-09 17:00:49.239,173239,0
2017-05-09 17:00:49.339,173339,0
2017-05-09 17:00:49.439,173439,0
2017-05-09 17:00:49.539,173539,0
2017-05-09 17:00:49.639,173639,0
2017-05-09 17:00:49.739,173739,0
2017-05-09 17:00:49.839,173839,0
2017-05-09 17:00:49.939,173939,0
2017-05-09 17:00:50.039,174039,0
2017-05-09 17:00:50.139,174139,0
2017-05-09 17:00:50.239,174239,0
2017-05-09 17:00:50.339,174339,0
2017-05-09 17:00:50.439,174439,0
2017-05-09 17:00:50.539,174539,0
2017-05-09 17:00:50.639,174639,0
2017-05-09 17:00:50.739,174739,0
2017-05-09 17:00:50.839,174839,0
2017-05-09 17:00:50.939,174939,0
2017-05-09 17:00:51.039,175039,0
2017-05-09 17:00:51.139,175139,0
2017-05-09 17:00:51.239,175239,0
2017-05-09 17:00:51.339,175339,0
2017-05-09 17:00:51.439,175439,0
2017-05-09 17:00:51.539,175539,0
2017-05-09 17:00:51.639,175639,0
2017-05-09 17:00:51.739,175739,0
2017-05-09 17:00:51.839,175839,0
2017-05-09 17:00:51.939,175939,0
2017-05-09 17:00:52.039,176039,0
2017-05-09 17:00:52.139,176139,0
2017-05-09 17:00:52.239,176239,0
2017-05-09 17:00:52.339,176339,0
2017-05-09 17:00:52.439,176439,0
2017-05-09 17:00:52.539,176539,0
2017-05-09 17:00:52.639,176639,0
2017-05-09 17:00:52.739,176739,0
2017-05-09 17:00:52.839,176839,0
2017-05-09 17:00:52.939,176939,0
2017-05-09 17:00:53.039,177039,0
2017-05-09 17:00:53.139,177139,0
2017-05-09 17:00:53.239,177239,0
2017-05-09 17:00:53.339,177339,0
2017-05-09 17:00:53.439,177439,0
2017-05-09 17:00:53.539,177539,0
2017-05-09 17:00:53.639,177639,0
2017-05-09 17:00:53.739,177739,0
2017-05-09 17:00:53.839,177839,0
2017-05-09 17:00:53.939,177939,0
2017-05-09 17:00:54.039,178039,0
2017-05-09 17:00:54.139,178139,0
2017-05-09 17:00:54.239,178239,0
2017-05-09 17:00:54.339,178339,0
2017-05-09 17:00:54.439,178439,0
2017-05-09 17:00:54.539,178539,0
2017-05-09 17:00:54.639,178639,0
2017-05-09 17:00:54.739,178739,0
2017-05-09 17:00:54.839,178839,0
2017-05-09 17:00:54.939,178939,0
2017-05-09 17:00:55.039,179039,0
2017-05-09 17:00:55.139,179139,0
2017-05-09 17:00:55.239,179239,0
2017-05-09 17:00:55.339,179339,0
2017-05-09 17:00:55.439,179439,0
2017-05-09 17:00:55.539,179539,0
2017-05-09 17:00:55.639,179639,0
2017-05-09 17:00:55.739,179739,0
2017-05-09 17:00:55.839,179839,0
2017-05-09 17:00:55.939,179939,0
2017-05-09 17:00:56.039,180039,0
2017-05-09 17:00:56.139,180139,0
2017-05-09 17:00:56.239,180239,0
2017-05-09 17:00:56.339,180339,0
2017-05-09 17:00:56.439,180439,0
2017-05-09 17:00:56.539,180539,0
2017-05-09 17:00:56.639,180639,0
2017-05-09 17:00:56.739,180739,0
2017-05-09 17:00:56.839,180839,0
2017-05-09 17:00:56.939,180939,0
2017-05-09 17:00:57.039,181039,0
2017-05-09 17:00:57.139,181139,0
2017-05-09 17:00:57.239,181239,0
2017-05-09 17:00:57.339,181339,0
2017-05-09 17:00:57.439,181439,0
2017-05-09 17:00:57.539,181539,0
2017-05-09 17:00:57.639,181639,0
2017-05-09 17:00:57.739,181739,0
2017-05-09 17:00:57.839,181839,0
2017-05-09 17:00:57.939,181939,0
2017-05-09 17:00:58.039,182039,0
2017-05-09 17:00:58.139,182139,0
2017-05-09 17:00:58.239,182239,0
2017-05-09 17:00:58.339,182339,0
2017-05-09 17:00:58.439,182439,0
2017-05-09 17:00:58.539,182539,0
2017-05-09 17:00:58.639,182639,0
2017-05-09 17:00:58.739,182739,0
2017-05-09 17:00:58.839,182839,0
2017-05-09 17:00:58.939,182939,0
2017-05-09 17:00:59.039,183039,0
2017-05-09 17:00:59.139,183139,0
2017-05-09 17:00:59.239,183239,0
2017-05-09 17:00:59.339,183339,0
2017-05-09 17:00:59.439,183439,0
2017-05-09 17:00:59.539,183539,0
2017-05-09 17:00:59.639,183639,0
2017-05-09 17:00:59.739,183739,0
2017-05-09 17:00:59.839,183839,0
2017-05-09 17:00:59.939,183939,0
2017-05-09 17:01:00.039,184039,0
2017-05-09 17:01:00.139,184139,0
2017-05-09 17:01:00.239,184239,0
2017-05-09 17:01:00.339,184339,0
2017-05-09 17:01:00.439,184439,0
2017-05-09 17:01:00.539,184539,0
2017-05-09 17:01:00.639,184639,0
2017-05-09 17:01:00.739,184739,0
2017-05-09 17:01:00.839,184839,0
2017-05-09 17:01:00.939,184939,0
2017-05-09 17:01:01.039,185039,0
2017-05-09 17:01:01.139,185139,0
2017-05-09 17:01:01.239,185239,0
2017-05-09 17:01:01.339,185339,0
2017-05-09 17:01:01.439,185439,0
2017-05-09 17:01:01.539,185539,0
2017-05-09 17:01:01.639,185639,0
2017-05-09 17:01:01.739,185739,0
2017-05-09 17:01:01.839,185839,0
2017-05-09 17:01:01.939,185939,0
2017-05-09 17:01:02.039,186039,0
2017-05-09 17:01:02.139,186139,0
2017-05-09 17:01:02.239,186239,0
2017-05-09 17:01:02.339,186339,0
2017-05-09 17:01:02.439,186439,0
2017-05-09 17:01:02.539,186539,0
2017-05-09 17:01:02.639,186639,0
2017-05-09 17:01:02.739,186739,0
2017-05-09 17:01:02.839,186839,0
2017-05-09 17:01:02.939,186939,0
2017-05-09 17:01:03.039,187039,0
2017-05-09 17:01:03.139,187139,0
2017-05-09 17:01:03.239,187239,0
2017-05-09 17:01:03.339,187339,0
2017-05-09 17:01:03.439,187439,0
2017-05-09 17:01:03.539,187539,0
2017-05-09 17:01:03.639,187639,0
2017-05-09 17:01:03.739,187739,0
2017-05-09 17:01:03.839,187839,0
2017-05-09 17:01:03.939,187939,0
2017-05-09 17:01:04.039,188039,0
2017-05-09 17:01:04.139,188139,0
2017-05-09 17:01:04.239,188239,0
2017-05-09 17:01:04.339,188339,0
2017-05-09 17:01:04.439,188439,0
2017-05-09 17:01:04.539,188539,0
2017-05-09 17:01:04.639,188639,0
2017-05-09 17:01:04.739,188739,0
2017-05-09 17:01:04.839,188839,0
2017-05-09 17:01:04.939,188939,0
2017-05-09 17:01:05.039,189039,0
2017-05-09 17:01:05.139,189139,0
2017-05-09 17:01:05.239,189239,0
2017-05-09 17:01:05.339,189339,0
2017-05-09 17:01:05.439,189439,0
2017-05-09 17:01:05.539,189539,0
2017-05-09 17:01:05.639,189639,0
2017-05-09 17:01:05.739,189739,0
2017-05-09 17:01:05.839,189839,0
2017-05-09 17:01:05.939,189939,0
2017-05-09 17:01:06.039,190039,0
2017-05-09 17:01:06.139,190139,0
2017-05-09 17:01:06.239,190239,0
2017-05-09 17:01:06.339,190339,0
2017-05-09 17:01:06.439,190439,0
2017-05-09 17:01:06.539,190539,0
2017-05-09 17:01:06.639,190639,0
2017-05-09 17:01:06.739,190739,0
2017-05-09 17:01:06.839,190839,0
2017-05-09 17:01:06.939,190939,0
2017-05-09 17:01:07.039,191039,0
2017-05-09 17:01:07.139,191139,0
2017-05-09 17:01:07.239,191239,0
2017-05-09 17:01:07.339,191339,0
2017-05-09 17:01:07.439,191439,0
2017-05-09 17:01:07.539,191539,0
2017-05-09 17:01:07.639,191639,0
2017-05-09 17:01:07.739,191739,0
2017-05-09 17:01:07.839,191839,0
2017-05-09 17:01:07.939,191939,0
2017-05-09 17:01:08.039,192039,0
2017-05-09 17:01:08.139,192139,0
2017-05-09 17:01:08.239,192239,0
2017-05-09 17:01:08.339,192339,0
2017-05-09 17:01:08.439,192439,0
2017-05-09 17:01:08.539,192539,0
2017-05-09 17:01:08.639,192639,0
2017-05-09 17:01:08.739,192739,0
2017-05-09 17:01:08.839,192839,0
2017-05-09 17:01:08.939,192939,0
2017-05-09 17:01:09.039,193039,0
2017-05-09 17:01:09.139,193139,0
2017-05-09 17:01:09.239,193239,0
2017-05-09 17:01:09.339,193339,0
2017-05-09 17:01:09.439,193439,0
2017-05-09 17:01:09.539,193539,0
2017-05-09 17:01:09.639,193639,0
2017-05-09 17:01:09.739,193739,0
2017-05-09 17:01:09.839,193839,0
2017-05-09 17:01:09.939,193939,0
2017-05-09 17:01:10.039,194039,0
2017-05-09 17:01:10.139,194139,0
2017-05-09 17:01:10.239,194239,0
2017-05-09 17:01:10.339,194339,0
2017-05-09 17:01:10.439,194439,0
2017-05-09 17:01:10.539,194539,0
2017-05-09 17:01:10.639,194639,0
2017-05-09 17:01:10.739,194739,0
2017-05-09 17:01:10.839,194839,0
2017-05-09 17:01:10.939,194939,0
2017-05-09 17:01:11.039,195039,0
2017-05-09 17:01:11.139,195139,0
2017-05-09 17:01:11.239,195239,0
2017-05-09 17:01:11.339,195339,0
2017-05-09 17:01:11.439,195439,0
2017-05-09 17:01:11.539,195539,0
2017-05-09 17:01:11.639,195639,0
2017-05-09 17:01:11.739,195739,0
2017-05-09 17:01:11.839,195839,0
2017-05-09 17:01:11.939,195939,0
2017-05-09 17:01:12.039,196039,0
2017-05-09 17:01:12.139,196139,0
2017-05-09 17:01:12.239,196239,0
2017-05-09 17:01:12.339,196339,0
2017-05-09 17:01:12.439,196439,0
2017-05-09 17:01:12.539,196539,0
2017-05-09 17:01:12.639,196639,0
2017-05-09 17:01:12.739,196739,0
2017-05-09 17:01:12.839,196839,0
2017-05-09 17:01:12.939,196939,0
2017-05-09 17:01:13.039,197039,0
2017-05-09 17:01:13.139,197139,0
2017-05-09 17:01:13.239,197239,0
2017-05-09 17:01:13.339,197339,0
2017-05-09 17:01:13.439,197439,0
2017-05-09 17:01:13.539,197539,0
2017-05-09 17:01:13.639,197639,0
2017-05-09 17:01:13.739,197739,0
2017-05-09 17:01:13.839,197839,0
2017-05-09 17:01:13.939,197939,0
2017-05-09 17:01:14.039,198039,0
2017-05-09 17:01:14.139,198139,0
2017-05-09 17:01:14.239,198239,0
2017-05-09 17:01:14.339,198339,0
2017-05-09 17:01:14.439,198439,0
2017-05-09 17:01:14.539,198539,0
2017-05-09 17:01:14.639,198639,0
