,RealTime,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg)
,2017-05-09 17:00:18.385,142385,WeSU @31A190,1569,37FFD0FFC803,-201,-48,968
,2017-05-09 17:00:18.499,142499,WeSU @31A190,1570,37FFCEFFCD03,-201,-50,973
,2017-05-09 17:00:18.596,142596,WeSU @31A190,1571,36FFCEFFCC03,-202,-50,972
,2017-05-09 17:00:18.693,142693,WeSU @31A190,1572,35FFCFFFCB03,-203,-49,971
,2017-05-09 17:00:18.792,142792,WeSU @31A190,1573,35FFCDFFCE03,-203,-51,974
,2017-05-09 17:00:18.889,142889,WeSU @31A190,1574,37FFCEFFCB03,-201,-50,971
,2017-05-09 17:00:18.986,142986,WeSU @31A190,1575,35FFCCFFCD03,-203,-52,973
,2017-05-09 17:00:19.100,143100,WeSU @31A190,1576,38FFD0FFC903,-200,-48,969
,2017-05-09 17:00:19.197,143197,WeSU @31A190,1577,32FFCEFFCE03,-206,-50,974
,2017-05-09 17:00:19.311,143311,WeSU @31A190,1578,35FFD0FFCB03,-203,-48,971
,2017-05-09 17:00:19.392,143392,WeSU @31A190,1579,33FFCEFFCA03,-205,-50,970
,2017-05-09 17:00:19.490,143490,WeSU @31A190,1580,35FFCEFFCD03,-203,-50,973
,2017-05-09 17:00:19.587,143587,WeSU @31A190,1581,34FFCFFFCE03,-204,-49,974
,2017-05-09 17:00:19.685,143685,WeSU @31A190,1582,35FFCEFFCB03,-203,-50,971
,2017-05-09 17:00:19.798,143798,WeSU @31A190,1583,35FFCEFFD003,-203,-50,976
,2017-05-09 17:00:19.912,143912,WeSU @31A190,1584,36FFCDFFCA03,-202,-51,970
,2017-05-09 17:00:19.994,143994,WeSU @31A190,1585,34FFCDFFD103,-204,-51,977
,2017-05-09 17:00:20.091,144091,WeSU @31A190,1586,36FFCDFFCA03,-202,-51,970
,2017-05-09 17:00:20.190,144190,WeSU @31A190,1587,35FFCFFFCB03,-203,-49,971
,2017-05-09 17:00:20.286,144286,WeSU @31A190,1588,35FFCEFFCB03,-203,-50,971
,2017-05-09 17:00:20.400,144400,WeSU @31A190,1589,36FFCFFFCA03,-202,-49,970
,2017-05-09 17:00:20.497,144497,WeSU @31A190,1590,37FFCDFFCC03,-201,-51,972
,2017-05-09 17:00:20.595,144595,WeSU @31A190,1591,36FFCEFFCC03,-202,-50,972
,2017-05-09 17:00:20.742,144742,WeSU @31A190,1592,36FFCEFFCD03,-202,-50,973
,2017-05-09 17:00:20.822,144822,WeSU @31A190,1593,36FFCEFFCD03,-202,-50,973
,2017-05-09 17:00:20.920,144920,WeSU @31A190,1594,35FFCDFFCC03,-203,-51,972
,2017-05-09 17:00:21.017,145017,WeSU @31A190,1595,37FFCEFFCD03,-201,-50,973
,2017-05-09 17:00:21.115,145115,WeSU @31A190,1596,35FFCEFFCB03,-203,-50,971
,2017-05-09 17:00:21.212,145212,WeSU @31A190,1597,36FFCFFFCC03,-202,-49,972
,2017-05-09 17:00:21.310,145310,WeSU @31A190,1598,36FFCCFFCC03,-202,-52,972
,2017-05-09 17:00:21.408,145408,WeSU @31A190,1599,36FFCEFFCC03,-202,-50,972
,2017-05-09 17:00:21.506,145506,WeSU @31A190,1600,36FFCEFFCC03,-202,-50,972
,2017-05-09 17:00:21.619,145619,WeSU @31A190,1601,36FFCEFFCC03,-202,-50,972
,2017-05-09 17:00:21.716,145716,WeSU @31A190,1602,38FFCFFFCC03,-200,-49,972
,2017-05-09 17:00:21.814,145814,WeSU @31A190,1603,34FFCDFFCB03,-204,-51,971
,2017-05-09 17:00:21.912,145912,WeSU @31A190,1604,37FFD2FFCA03,-201,-46,970
,2017-05-09 17:00:22.024,146024,WeSU @31A190,1605,35FFCFFFCA03,-203,-49,970
,2017-05-09 17:00:22.139,146139,WeSU @31A190,1606,35FFD0FFCB03,-203,-48,971
,2017-05-09 17:00:22.220,146220,WeSU @31A190,1607,35FFCFFFCD03,-203,-49,973
,2017-05-09 17:00:22.334,146334,WeSU @31A190,1608,36FFCDFFCB03,-202,-51,971
,2017-05-09 17:00:22.414,146414,WeSU @31A190,1609,32FFCCFFCD03,-206,-52,973
,2017-05-09 17:00:22.512,146512,WeSU @31A190,1610,34FFCFFFCC03,-204,-49,972
,2017-05-09 17:00:22.610,146610,WeSU @31A190,1611,34FFCCFFCC03,-204,-52,972
,2017-05-09 17:00:22.707,146707,WeSU @31A190,1612,35FFCDFFCE03,-203,-51,974
,2017-05-09 17:00:22.806,146806,WeSU @31A190,1613,32FFCDFFCD03,-206,-51,973
,2017-05-09 17:00:22.918,146918,WeSU @31A190,1614,34FFCDFFCC03,-204,-51,972
,2017-05-09 17:00:23.016,147016,WeSU @31A190,1615,35FFCDFFC903,-203,-51,969
,2017-05-09 17:00:23.114,147114,WeSU @31A190,1616,31FFCDFFC903,-207,-51,969
,2017-05-09 17:00:23.211,147211,WeSU @31A190,1617,33FFCCFFCD03,-205,-52,973
,2017-05-09 17:00:23.310,147310,WeSU @31A190,1618,35FFCBFFCB03,-203,-53,971
,2017-05-09 17:00:23.406,147406,WeSU @31A190,1619,35FFCDFFCC03,-203,-51,972
,2017-05-09 17:00:23.537,147537,WeSU @31A190,1620,34FFCEFFCA03,-204,-50,970
,2017-05-09 17:00:23.617,147617,WeSU @31A190,1621,34FFCCFFCB03,-204,-52,971
,2017-05-09 17:00:23.715,147715,WeSU @31A190,1622,32FFCEFFCB03,-206,-50,971
,2017-05-09 17:00:23.813,147813,WeSU @31A190,1623,34FFCCFFCA03,-204,-52,970
,2017-05-09 17:00:23.910,147910,WeSU @31A190,1624,34FFCEFFCB03,-204,-50,971
,2017-05-09 17:00:24.007,148007,WeSU @31A190,1625,34FFCCFFCB03,-204,-52,971
,2017-05-09 17:00:24.106,148106,WeSU @31A190,1626,33FFCCFFCC03,-205,-52,972
,2017-05-09 17:00:24.219,148219,WeSU @31A190,1627,36FFCDFFCB03,-202,-51,971
,2017-05-09 17:00:24.316,148316,WeSU @31A190,1628,34FFCFFFCA03,-204,-49,970
,2017-05-09 17:00:24.414,148414,WeSU @31A190,1629,34FFCCFFCD03,-204,-52,973
,2017-05-09 17:00:24.511,148511,WeSU @31A190,1630,34FFCCFFCA03,-204,-52,970
,2017-05-09 17:00:24.608,148608,WeSU @31A190,1631,33FFCDFFCD03,-205,-51,973
,2017-05-09 17:00:24.706,148706,WeSU @31A190,1632,34FFCCFFCB03,-204,-52,971
,2017-05-09 17:00:24.820,148820,WeSU @31A190,1633,33FFCEFFC903,-205,-50,969
,2017-05-09 17:00:24.918,148918,WeSU @31A190,1634,33FFCEFFCB03,-205,-50,971
,2017-05-09 17:00:25.016,149016,WeSU @31A190,1635,34FFCCFFCA03,-204,-52,970
,2017-05-09 17:00:25.113,149113,WeSU @31A190,1636,35FFCDFFCA03,-203,-51,970
,2017-05-09 17:00:25.210,149210,WeSU @31A190,1637,33FFCDFFCA03,-205,-51,970
,2017-05-09 17:00:25.307,149307,WeSU @31A190,1638,35FFCCFFCB03,-203,-52,971
,2017-05-09 17:00:25.421,149421,WeSU @31A190,1639,33FFCCFFCC03,-205,-52,972
,2017-05-09 17:00:25.519,149519,WeSU @31A190,1640,34FFCEFFCB03,-204,-50,971
,2017-05-09 17:00:25.616,149616,WeSU @31A190,1641,33FFCBFFCA03,-205,-53,970
,2017-05-09 17:00:25.714,149714,WeSU @31A190,1642,33FFCDFFC903,-205,-51,969
,2017-05-09 17:00:25.811,149811,WeSU @31A190,1643,34FFCDFFCB03,-204,-51,971
,2017-05-09 17:00:25.909,149909,WeSU @31A190,1644,34FFCDFFCC03,-204,-51,972
,2017-05-09 17:00:26.022,150022,WeSU @31A190,1645,34FFCDFFCC03,-204,-51,972
,2017-05-09 17:00:26.119,150119,WeSU @31A190,1646,34FFCBFFCD03,-204,-53,973
,2017-05-09 17:00:26.217,150217,WeSU @31A190,1647,35FFCAFFCC03,-203,-54,972
,2017-05-09 17:00:26.315,150315,WeSU @31A190,1648,33FFCDFFCA03,-205,-51,970
,2017-05-09 17:00:26.413,150413,WeSU @31A190,1649,35FFCBFFCC03,-203,-53,972
,2017-05-09 17:00:26.510,150510,WeSU @31A190,1650,33FFCEFFC903,-205,-50,969
,2017-05-09 17:00:26.608,150608,WeSU @31A190,1651,34FFCDFFCB03,-204,-51,971
,2017-05-09 17:00:26.706,150706,WeSU @31A190,1652,35FFCBFFC903,-203,-53,969
,2017-05-09 17:00:26.819,150819,WeSU @31A190,1653,34FFCDFFCB03,-204,-51,971
,2017-05-09 17:00:26.916,150916,WeSU @31A190,1654,34FFCEFFCA03,-204,-50,970
,2017-05-09 17:00:27.014,151014,WeSU @31A190,1655,36FFCBFFCC03,-202,-53,972
,2017-05-09 17:00:27.112,151112,WeSU @31A190,1656,34FFCEFFCB03,-204,-50,971
,2017-05-09 17:00:27.209,151209,WeSU @31A190,1657,33FFCEFFCA03,-205,-50,970
,2017-05-09 17:00:27.306,151306,WeSU @31A190,1658,33FFCEFFCB03,-205,-50,971
