2017-05-09,timestamp,lat,lon,brngX,brngY,brngDeg,TURN,MED
B0927214847188N01831947EA019250203600410,2017-05-09 09:27:21,48.78647,18.53245,0.00,0.00,1.654,0,0
B0927224847203N01831937EA019260203700410,2017-05-09 09:27:22,48.78672,18.53228,0.00,0.00,3.536,0,0
B0927234847215N01831921EA019260203900410,2017-05-09 09:27:23,48.78692,18.53202,0.00,0.00,7.060,0,0
B0927244847226N01831903EA019280204100410,2017-05-09 09:27:24,48.78710,18.53172,0.00,0.00,8.660,0,0
B0927254847233N01831881EA019300204400410,2017-05-09 09:27:25,48.78722,18.53135,0.00,0.00,16.326,1,1
B0927264847237N01831858EA019310204600410,2017-05-09 09:27:26,48.78728,18.53097,0.00,0.00,28.205,1,1
B0927274847239N01831834EA019320204900410,2017-05-09 09:27:27,48.78732,18.53057,0.00,0.00,48.235,1,1
B0927284847238N01831810EA019350205000410,2017-05-09 09:27:28,48.78730,18.53017,0.00,0.00,114.079,1,1
B0927294847234N01831787EA019350205100410,2017-05-09 09:27:29,48.78723,18.52978,0.00,0.00,151.813,1,1
B0927304847227N01831765EA019350205200409,2017-05-09 09:27:30,48.78712,18.52942,0.00,0.00,163.693,1,1
B0927314847219N01831744EA019350205300409,2017-05-09 09:27:31,48.78698,18.52907,0.00,0.00,166.288,0,1
B0927324847208N01831724EA019350205400410,2017-05-09 09:27:32,48.78680,18.52873,0.00,0.00,170.426,1,0
B0927334847196N01831706EA019360205500410,2017-05-09 09:27:33,48.78660,18.52843,0.00,0.00,172.095,0,0
B0927344847184N01831688EA019370205800410,2017-05-09 09:27:34,48.78640,18.52813,0.00,0.00,172.113,0,0
B0927354847172N01831672EA019390206200410,2017-05-09 09:27:35,48.78620,18.52787,0.00,0.00,172.995,0,0
B0927364847159N01831657EA019410206500410,2017-05-09 09:27:36,48.78598,18.52762,0.00,0.00,173.945,0,0
B0927374847145N01831644EA019450206800410,2017-05-09 09:27:37,48.78575,18.52740,0.00,0.00,175.133,0,0
B0927384847131N01831632EA019480207200410,2017-05-09 09:27:38,48.78552,18.52720,0.00,0.00,175.518,0,0
B0927394847117N01831622EA019520207500410,2017-05-09 09:27:39,48.78528,18.52703,0.00,0.00,176.272,0,0
B0927404847103N01831614EA019560207900410,2017-05-09 09:27:40,48.78505,18.52690,0.00,0.00,177.024,0,0
B0927414847088N01831609EA019590208300410,2017-05-09 09:27:41,48.78480,18.52682,0.00,0.00,178.268,0,0
B0927424847073N01831607EA019630208600410,2017-05-09 09:27:42,48.78455,18.52678,0.00,0.00,179.309,0,0
B0927434847058N01831606EA019670208800410,2017-05-09 09:27:43,48.78430,18.52677,0.00,0.00,179.655,0,0
B0927444847044N01831608EA019690209000410,2017-05-09 09:27:44,48.78407,18.52680,0.00,0.00,179.264,0,0
B0927454847029N01831612EA019710209100410,2017-05-09 09:27:45,48.78382,18.52687,0.00,0.00,178.629,0,0
B0927464847015N01831617EA019720209300410,2017-05-09 09:27:46,48.78358,18.52695,0.00,0.00,178.169,0,0
B0927474847001N01831625EA019730209500410,2017-05-09 09:27:47,48.78335,18.52708,0.00,0.00,177.081,0,0
B0927484846989N01831634EA019760209900410,2017-05-09 09:27:48,48.78315,18.52723,0.00,0.00,176.179,0,0
B0927494846978N01831646EA019800210200410,2017-05-09 09:27:49,48.78297,18.52743,0.00,0.00,174.463,0,0
B0927504846968N01831660EA019840210500410,2017-05-09 09:27:50,48.78280,18.52767,0.00,0.00,172.922,0,0
B0927514846961N01831676EA019870210700410,2017-05-09 09:27:51,48.78268,18.52793,0.00,0.00,168.556,1,1
B0927524846956N01831694EA019880210800410,2017-05-09 09:27:52,48.78260,18.52823,0.00,0.00,162.332,1,1
B0927534846954N01831714EA019890210600410,2017-05-09 09:27:53,48.78257,18.52857,0.00,0.00,138.512,1,1
B0927544846954N01831736EA019890210400410,2017-05-09 09:27:54,48.78257,18.52893,0.00,0.00,90.010,1,1
B0927554846957N01831758EA019880210300410,2017-05-09 09:27:55,48.78262,18.52930,0.00,0.00,32.987,1,1
B0927564846961N01831780EA019880210100410,2017-05-09 09:27:56,48.78268,18.52967,0.00,0.00,25.974,1,1
B0927574846967N01831802EA019860209900410,2017-05-09 09:27:57,48.78278,18.53003,0.00,0.00,18.011,1,1
B0927584846975N01831824EA019850209900410,2017-05-09 09:27:58,48.78292,18.53040,0.00,0.00,13.724,1,1
B0927594846983N01831844EA019840209900410,2017-05-09 09:27:59,48.78305,18.53073,0.00,0.00,12.536,0,0
B0928004846992N01831864EA019830209900410,2017-05-09 09:28:00,48.78320,18.53107,0.00,0.00,11.199,0,0
B0928014847002N01831884EA019830209900410,2017-05-09 09:28:01,48.78337,18.53140,0.00,0.00,10.123,0,0
B0928024847012N01831904EA019830209900410,2017-05-09 09:28:02,48.78353,18.53173,0.00,0.00,10.141,0,0
B0928034847022N01831923EA019830209900410,2017-05-09 09:28:03,48.78370,18.53205,0.00,0.00,9.662,0,0
B0928044847032N01831941EA019830209900410,2017-05-09 09:28:04,48.78387,18.53235,0.00,0.00,9.179,0,0
B0928054847043N01831960EA019830210000410,2017-05-09 09:28:05,48.78405,18.53267,0.00,0.00,8.833,0,0
B0928064847055N01831977EA019830210100410,2017-05-09 09:28:06,48.78425,18.53295,0.00,0.00,7.279,0,0
B0928074847066N01831994EA019820210100410,2017-05-09 09:28:07,48.78443,18.53323,0.00,0.00,7.949,0,0
B0928084847078N01832010EA019820210100410,2017-05-09 09:28:08,48.78463,18.53350,0.00,0.00,6.885,0,0
B0928094847090N01832026EA019830210000410,2017-05-09 09:28:09,48.78483,18.53377,0.00,0.00,6.900,0,0
B0928104847102N01832041EA019820209900410,2017-05-09 09:28:10,48.78503,18.53402,0.00,0.00,6.487,0,0
B0928114847115N01832057EA019820209900410,2017-05-09 09:28:11,48.78525,18.53428,0.00,0.00,6.403,0,0
B0928124847127N01832072EA019820209800410,2017-05-09 09:28:12,48.78545,18.53453,0.00,0.00,6.517,0,0
B0928134847139N01832088EA019820209800410,2017-05-09 09:28:13,48.78565,18.53480,0.00,0.00,6.963,0,0
B0928144847151N01832103EA019820209800410,2017-05-09 09:28:14,48.78585,18.53505,0.00,0.00,6.546,0,0
B0928154847163N01832119EA019820209900410,2017-05-09 09:28:15,48.78605,18.53532,0.00,0.00,6.994,0,0
B0928164847175N01832135EA019820209800410,2017-05-09 09:28:16,48.78625,18.53558,0.00,0.00,7.009,0,0
B0928174847186N01832151EA019810209700410,2017-05-09 09:28:17,48.78643,18.53585,0.00,0.00,7.654,0,0
B0928184847198N01832168EA019790209400410,2017-05-09 09:28:18,48.78663,18.53613,0.00,0.00,7.474,0,0
B0928194847210N01832185EA019770209000410,2017-05-09 09:28:19,48.78683,18.53642,0.00,0.00,7.490,0,0
B0928204847222N01832203EA019720208600410,2017-05-09 09:28:20,48.78703,18.53672,0.00,0.00,7.942,0,0
B0928214847234N01832221EA019690208300410,2017-05-09 09:28:21,48.78723,18.53702,0.00,0.00,7.959,0,0
B0928224847246N01832240EA019660208100410,2017-05-09 09:28:22,48.78743,18.53733,0.00,0.00,8.414,0,0
B0928234847258N01832260EA019630207800410,2017-05-09 09:28:23,48.78763,18.53767,0.00,0.00,8.869,0,0
B0928244847269N01832280EA019610207600410,2017-05-09 09:28:24,48.78782,18.53800,0.00,0.00,9.679,0,0
B0928254847280N01832301EA019580207300410,2017-05-09 09:28:25,48.78800,18.53835,0.00,0.00,10.173,0,0
B0928264847292N01832322EA019550206900410,2017-05-09 09:28:26,48.78820,18.53870,0.00,0.00,9.361,0,0
B0928274847303N01832344EA019510206500410,2017-05-09 09:28:27,48.78838,18.53907,0.00,0.00,10.690,0,0
B0928284847314N01832366EA019470206100410,2017-05-09 09:28:28,48.78857,18.53943,0.00,0.00,10.711,0,0
B0928294847326N01832389EA019430205800410,2017-05-09 09:28:29,48.78877,18.53982,0.00,0.00,10.296,0,0
B0928304847337N01832412EA019390205400410,2017-05-09 09:28:30,48.78895,18.54020,0.00,0.00,11.231,0,0
B0928314847348N01832434EA019360205200410,2017-05-09 09:28:31,48.78913,18.54057,0.00,0.00,10.775,0,0
B0928324847360N01832457EA019350205000410,2017-05-09 09:28:32,48.78933,18.54095,0.00,0.00,10.358,0,0
B0928334847371N01832480EA019330204900410,2017-05-09 09:28:33,48.78952,18.54133,0.00,0.00,11.298,0,0
B0928344847382N01832502EA019320204800410,2017-05-09 09:28:34,48.78970,18.54170,0.00,0.00,10.839,0,0
B0928354847394N01832524EA019320204800410,2017-05-09 09:28:35,48.78990,18.54207,0.00,0.00,9.976,0,0
B0928364847405N01832546EA019310204700410,2017-05-09 09:28:36,48.79008,18.54243,0.00,0.00,10.883,0,0
B0928374847417N01832568EA019300204600410,2017-05-09 09:28:37,48.79028,18.54280,0.00,0.00,10.016,0,0
B0928384847428N01832590EA019290204500410,2017-05-09 09:28:38,48.79047,18.54317,0.00,0.00,10.926,0,0
B0928394847440N01832612EA019290204300410,2017-05-09 09:28:39,48.79067,18.54353,0.00,0.00,10.056,0,0
B0928404847452N01832634EA019270204200310,2017-05-09 09:28:40,48.79087,18.54390,0.00,0.00,10.076,0,0
B0928414847464N01832657EA019250203800410,2017-05-09 09:28:41,48.79107,18.54428,0.00,0.00,10.546,0,0
B0928424847476N01832681EA019220203400410,2017-05-09 09:28:42,48.79127,18.54468,0.00,0.00,11.016,0,0
B0928434847490N01832704EA019180203000410,2017-05-09 09:28:43,48.79150,18.54507,0.00,0.00,9.107,0,0
B0928444847503N01832728EA019140202600410,2017-05-09 09:28:44,48.79172,18.54547,0.00,0.00,10.235,0,0
B0928454847517N01832751EA019100202300410,2017-05-09 09:28:45,48.79195,18.54585,0.00,0.00,9.150,0,0
B0928464847530N01832775EA019060202000410,2017-05-09 09:28:46,48.79217,18.54625,0.00,0.00,10.282,0,0
B0928474847544N01832797EA019040201900410,2017-05-09 09:28:47,48.79240,18.54662,0.00,0.00,8.799,0,0
B0928484847558N01832820EA019020201900410,2017-05-09 09:28:48,48.79263,18.54700,0.00,0.00,9.214,0,0
B0928494847572N01832843EA019010201900410,2017-05-09 09:28:49,48.79287,18.54738,0.00,0.00,9.236,0,0
B0928504847585N01832865EA019010202100410,2017-05-09 09:28:50,48.79308,18.54775,0.00,0.00,9.530,0,0
B0928514847599N01832887EA019010202200410,2017-05-09 09:28:51,48.79332,18.54812,0.00,0.00,8.881,0,0
B0928524847611N01832909EA019020202300410,2017-05-09 09:28:52,48.79352,18.54848,0.00,0.00,10.352,0,0
B0928534847624N01832930EA019020202400410,2017-05-09 09:28:53,48.79373,18.54883,0.00,0.00,9.164,0,0
B0928544847637N01832952EA019030202500410,2017-05-09 09:28:54,48.79395,18.54920,0.00,0.00,9.613,0,0
B0928554847649N01832973EA019040202500410,2017-05-09 09:28:55,48.79415,18.54955,0.00,0.00,9.955,0,0
B0928564847661N01832994EA019050202400410,2017-05-09 09:28:56,48.79435,18.54990,0.00,0.00,9.974,0,0
B0928574847674N01833016EA019050202300410,2017-05-09 09:28:57,48.79457,18.55027,0.00,0.00,9.673,0,0
B0928584847686N01833037EA019040202100410,2017-05-09 09:28:58,48.79477,18.55062,0.00,0.00,10.016,0,0
B0928594847698N01833059EA019030201900410,2017-05-09 09:28:59,48.79497,18.55098,0.00,0.00,10.503,0,0
B0929004847711N01833081EA019000201600410,2017-05-09 09:29:00,48.79518,18.55135,0.00,0.00,9.732,0,0
B0929014847723N01833103EA018980201400410,2017-05-09 09:29:01,48.79538,18.55172,0.00,0.00,10.547,0,0
B0929024847736N01833125EA018970201200410,2017-05-09 09:29:02,48.79560,18.55208,0.00,0.00,9.773,0,0
B0929034847748N01833146EA018950201200410,2017-05-09 09:29:03,48.79580,18.55243,0.00,0.00,10.119,0,0
B0929044847761N01833168EA018940201200410,2017-05-09 09:29:04,48.79602,18.55280,0.00,0.00,9.813,0,0
B0929054847773N01833189EA018930201000410,2017-05-09 09:29:05,48.79622,18.55315,0.00,0.00,10.161,0,0
B0929064847785N01833211EA018920200900410,2017-05-09 09:29:06,48.79642,18.55352,0.00,0.00,10.654,0,0
B0929074847797N01833233EA018900200700410,2017-05-09 09:29:07,48.79662,18.55388,0.00,0.00,10.675,0,0
B0929094847822N01833277EA018890200500410,2017-05-09 09:29:09,48.79703,18.55462,0.00,0.00,10.299,0,0
B0929104847834N01833299EA018840200100410,2017-05-09 09:29:10,48.79723,18.55498,0.00,0.00,10.739,0,0
B0929114847846N01833322EA018820199800410,2017-05-09 09:29:11,48.79743,18.55537,0.00,0.00,11.237,0,0
B0929124847859N01833344EA018810199600410,2017-05-09 09:29:12,48.79765,18.55573,0.00,0.00,9.971,0,0
B0929134847871N01833366EA018790199200410,2017-05-09 09:29:13,48.79785,18.55610,0.00,0.00,10.804,0,0
B0929144847885N01833388EA018770199000410,2017-05-09 09:29:14,48.79808,18.55647,0.00,0.00,9.310,0,0
B0929154847898N01833410EA018770198800410,2017-05-09 09:29:15,48.79830,18.55683,0.00,0.00,10.033,0,0
B0929164847911N01833433EA018750198500410,2017-05-09 09:29:16,48.79852,18.55722,0.00,0.00,10.501,0,0
B0929174847924N01833455EA018720198200410,2017-05-09 09:29:17,48.79873,18.55758,0.00,0.00,10.075,0,0
B0929184847938N01833477EA018690197800410,2017-05-09 09:29:18,48.79897,18.55795,0.00,0.00,9.390,0,0
B0929194847952N01833500EA018650197300409,2017-05-09 09:29:19,48.79920,18.55833,0.00,0.00,9.831,0,0
B0929204847966N01833523EA018610196900410,2017-05-09 09:29:20,48.79943,18.55872,0.00,0.00,9.852,0,0
B0929214847981N01833546EA018560196500410,2017-05-09 09:29:21,48.79968,18.55910,0.00,0.00,9.229,0,0
B0929224847995N01833570EA018530196200410,2017-05-09 09:29:22,48.79992,18.55950,0.00,0.00,10.319,0,0
B0929234848010N01833593EA018490196000410,2017-05-09 09:29:23,48.80017,18.55988,0.00,0.00,9.272,0,0
B0929244848025N01833616EA018460195900410,2017-05-09 09:29:24,48.80042,18.56027,0.00,0.00,9.294,0,0
B0929254848040N01833639EA018440195700410,2017-05-09 09:29:25,48.80067,18.56065,0.00,0.00,9.316,0,0
B0929264848054N01833662EA018420195600410,2017-05-09 09:29:26,48.80090,18.56103,0.00,0.00,9.990,0,0
B0929274848069N01833684EA018410195500410,2017-05-09 09:29:27,48.80115,18.56140,0.00,0.00,8.958,0,0
B0929284848084N01833706EA018400195400410,2017-05-09 09:29:28,48.80140,18.56177,0.00,0.00,8.979,0,0
B0929294848099N01833728EA018390195400410,2017-05-09 09:29:29,48.80165,18.56213,0.00,0.00,9.000,0,0
B0929304848114N01833748EA018390195500410,2017-05-09 09:29:30,48.80190,18.56247,0.00,0.00,8.213,0,0
B0929314848129N01833769EA018390195500410,2017-05-09 09:29:31,48.80215,18.56282,0.00,0.00,8.638,0,0
B0929324848143N01833790EA018400195600410,2017-05-09 09:29:32,48.80238,18.56317,0.00,0.00,9.265,0,0
B0929334848158N01833810EA018400195700410,2017-05-09 09:29:33,48.80263,18.56350,0.00,0.00,8.269,0,0
B0929334848158N01833810EA018400195700410,2017-05-09 09:29:33,48.80263,18.56350,0.00,0.00,0.000,1,0
B0929344848173N01833830EA018400195700410,2017-05-09 09:29:34,48.80288,18.56383,0.00,0.00,8.289,1,0
B0929354848187N01833849EA018410195700410,2017-05-09 09:29:35,48.80312,18.56415,0.00,0.00,8.453,0,0
B0929364848202N01833868EA018410195800410,2017-05-09 09:29:36,48.80337,18.56447,0.00,0.00,7.915,0,0
B0929374848216N01833887EA018410195800410,2017-05-09 09:29:37,48.80360,18.56478,0.00,0.00,8.491,0,0
B0929384848231N01833906EA018410195800410,2017-05-09 09:29:38,48.80385,18.56510,0.00,0.00,7.950,0,0
B0929394848246N01833923EA018410195800410,2017-05-09 09:29:39,48.80410,18.56538,0.00,0.00,7.139,0,0
B0929404848261N01833939EA018410195900410,2017-05-09 09:29:40,48.80435,18.56565,0.00,0.00,6.739,0,0
B0929414848276N01833954EA018420195900410,2017-05-09 09:29:41,48.80460,18.56590,0.00,0.00,6.336,0,0
B0929424848292N01833968EA018430196000410,2017-05-09 09:29:42,48.80487,18.56613,0.00,0.00,5.563,0,0
B0929434848308N01833980EA018440196100410,2017-05-09 09:29:43,48.80513,18.56633,0.00,0.00,4.784,0,0
B0929444848325N01833991EA018450196200410,2017-05-09 09:29:44,48.80542,18.56652,0.00,0.00,4.140,0,0
B0929454848342N01833999EA018460196200410,2017-05-09 09:29:45,48.80570,18.56665,0.00,0.00,3.021,0,0
B0929464848360N01834005EA018450196200410,2017-05-09 09:29:46,48.80600,18.56675,0.00,0.00,2.147,0,0
B0929474848378N01834009EA018450196200410,2017-05-09 09:29:47,48.80630,18.56682,0.00,0.00,1.436,0,0
B0929484848396N01834010EA018440196000410,2017-05-09 09:29:48,48.80660,18.56683,0.00,0.00,0.360,0,0
B0929494848414N01834010EA018440195900410,2017-05-09 09:29:49,48.80690,18.56683,0.00,0.00,0.000,0,0
B0929504848432N01834008EA018430195700410,2017-05-09 09:29:50,48.80720,18.56680,0.00,0.00,0.724,0,0
B0929514848451N01834003EA018420195600410,2017-05-09 09:29:51,48.80752,18.56672,0.00,0.00,1.719,0,0
B0929524848469N01833996EA018400195400410,2017-05-09 09:29:52,48.80782,18.56660,0.00,0.00,2.546,0,0
B0929534848488N01833987EA018390195300410,2017-05-09 09:29:53,48.80813,18.56645,0.00,0.00,3.109,0,0
B0929544848506N01833977EA018380195200410,2017-05-09 09:29:54,48.80843,18.56628,0.00,0.00,3.655,0,0
B0929554848523N01833964EA018370195100410,2017-05-09 09:29:55,48.80872,18.56607,0.00,0.00,5.038,0,0
B0929564848541N01833951EA018350195000410,2017-05-09 09:29:56,48.80902,18.56585,0.00,0.00,4.772,0,0
B0929574848558N01833937EA018340194900410,2017-05-09 09:29:57,48.80930,18.56562,0.00,0.00,5.451,0,0
B0929584848575N01833921EA018330194800410,2017-05-09 09:29:58,48.80958,18.56535,0.00,0.00,6.240,0,0
B0929594848592N01833905EA018320194800410,2017-05-09 09:29:59,48.80987,18.56508,0.00,0.00,6.255,0,0
B0930004848608N01833888EA018310194700410,2017-05-09 09:30:00,48.81013,18.56480,0.00,0.00,7.071,0,0
B0930014848623N01833870EA018300194700410,2017-05-09 09:30:01,48.81038,18.56450,0.00,0.00,7.992,0,0
B0930024848639N01833852EA018300194700410,2017-05-09 09:30:02,48.81065,18.56420,0.00,0.00,7.516,0,0
B0930034848653N01833832EA018300194600410,2017-05-09 09:30:03,48.81088,18.56387,0.00,0.00,9.530,0,0
B0930044848668N01833813EA018300194600410,2017-05-09 09:30:04,48.81113,18.56355,0.00,0.00,8.485,0,0
B0930054848681N01833792EA018290194400410,2017-05-09 09:30:05,48.81135,18.56320,0.00,0.00,10.792,0,0
B0930064848696N01833771EA018280194300310,2017-05-09 09:30:06,48.81160,18.56285,0.00,0.00,9.401,0,0
B0930074848710N01833749EA018260193700410,2017-05-09 09:30:07,48.81183,18.56248,0.00,0.00,10.549,0,0
B0930084848725N01833726EA018230193300410,2017-05-09 09:30:08,48.81208,18.56210,0.00,0.00,10.320,0,0
B0930094848739N01833703EA018180192900410,2017-05-09 09:30:09,48.81232,18.56172,0.00,0.00,11.062,0,0
B0930104848754N01833679EA018140192500410,2017-05-09 09:30:10,48.81257,18.56132,0.00,0.00,10.803,0,0
B0930114848768N01833656EA018100192100410,2017-05-09 09:30:11,48.81280,18.56093,0.00,0.00,11.107,0,0
B0930124848784N01833632EA018060191800410,2017-05-09 09:30:12,48.81307,18.56053,0.00,0.00,10.185,0,0
B0930134848799N01833608EA018040191500410,2017-05-09 09:30:13,48.81332,18.56013,0.00,0.00,10.872,0,0
B0930144848814N01833585EA018010191300410,2017-05-09 09:30:14,48.81357,18.55975,0.00,0.00,10.451,0,0
B0930154848830N01833561EA017990191000410,2017-05-09 09:30:15,48.81383,18.55935,0.00,0.00,10.252,0,0
B0930164848845N01833538EA017960190800410,2017-05-09 09:30:16,48.81408,18.55897,0.00,0.00,10.496,0,0
B0930184848876N01833491EA017940190600410,2017-05-09 09:30:18,48.81460,18.55818,0.00,0.00,10.426,0,0
B0930194848892N01833468EA017890190300410,2017-05-09 09:30:19,48.81487,18.55780,0.00,0.00,9.918,0,0
B0930204848908N01833445EA017870190200410,2017-05-09 09:30:20,48.81513,18.55742,0.00,0.00,9.941,0,0
B0930214848923N01833424EA017870190200410,2017-05-09 09:30:21,48.81538,18.55707,0.00,0.00,9.706,0,0
B0930224848939N01833402EA017870190200410,2017-05-09 09:30:22,48.81565,18.55670,0.00,0.00,9.557,0,0
B0930234848955N01833381EA017860190200410,2017-05-09 09:30:23,48.81592,18.55635,0.00,0.00,9.151,0,0
B0930244848971N01833361EA017860190100410,2017-05-09 09:30:24,48.81618,18.55602,0.00,0.00,8.741,0,0
B0930254848987N01833341EA017860190100410,2017-05-09 09:30:25,48.81645,18.55568,0.00,0.00,8.761,0,0
B0930264849003N01833321EA017850189900410,2017-05-09 09:30:26,48.81672,18.55535,0.00,0.00,8.780,0,0
B0930274849020N01833301EA017840189700410,2017-05-09 09:30:27,48.81700,18.55502,0.00,0.00,8.290,0,0
B0930284849037N01833281EA017830189400410,2017-05-09 09:30:28,48.81728,18.55468,0.00,0.00,8.310,0,0
B0930294849053N01833261EA017810189100410,2017-05-09 09:30:29,48.81755,18.55435,0.00,0.00,8.840,0,0
B0930304849070N01833240EA017790188900410,2017-05-09 09:30:30,48.81783,18.55400,0.00,0.00,8.758,0,0
B0930314849087N01833220EA017760188800410,2017-05-09 09:30:31,48.81812,18.55367,0.00,0.00,8.367,0,0
B0930324849103N01833200EA017740188700410,2017-05-09 09:30:32,48.81838,18.55333,0.00,0.00,8.901,0,0
B0930334849120N01833180EA017720188700410,2017-05-09 09:30:33,48.81867,18.55300,0.00,0.00,8.404,0,0
B0930344849136N01833161EA017710188600410,2017-05-09 09:30:34,48.81893,18.55268,0.00,0.00,8.501,0,0
B0930354849152N01833141EA017690188500410,2017-05-09 09:30:35,48.81920,18.55235,0.00,0.00,8.960,0,0
B0930364849168N01833121EA017680188400410,2017-05-09 09:30:36,48.81947,18.55202,0.00,0.00,8.980,0,0
B0930374849184N01833101EA017680188200410,2017-05-09 09:30:37,48.81973,18.55168,0.00,0.00,8.999,0,0
B0930384849199N01833081EA017660188100410,2017-05-09 09:30:38,48.81998,18.55135,0.00,0.00,9.607,0,0
B0930394849214N01833061EA017650187900410,2017-05-09 09:30:39,48.82023,18.55102,0.00,0.00,9.627,0,0
B0930404849229N01833040EA017630187700410,2017-05-09 09:30:40,48.82048,18.55067,0.00,0.00,10.119,0,0
B0930414849243N01833019EA017620187400410,2017-05-09 09:30:41,48.82072,18.55032,0.00,0.00,10.845,0,0
B0930424849257N01832997EA017600187300410,2017-05-09 09:30:42,48.82095,18.54995,0.00,0.00,11.369,0,0
B0930434849271N01832976EA017590187200410,2017-05-09 09:30:43,48.82118,18.54960,0.00,0.00,10.885,0,0
B0930444849285N01832954EA017580187200410,2017-05-09 09:30:44,48.82142,18.54923,0.00,0.00,11.411,0,0
B0930454849299N01832932EA017580187300410,2017-05-09 09:30:45,48.82165,18.54887,0.00,0.00,11.433,0,0
B0930464849312N01832912EA017590187500410,2017-05-09 09:30:46,48.82187,18.54853,0.00,0.00,11.218,0,0
B0930474849326N01832892EA017620188000410,2017-05-09 09:30:47,48.82210,18.54820,0.00,0.00,10.454,0,0
B0930484849340N01832873EA017660188600410,2017-05-09 09:30:48,48.82233,18.54788,0.00,0.00,9.960,0,0
B0930494849353N01832855EA017710189200410,2017-05-09 09:30:49,48.82255,18.54758,0.00,0.00,10.175,0,0
B0930504849365N01832837EA017760189800410,2017-05-09 09:30:50,48.82275,18.54728,0.00,0.00,11.020,0,0
B0930514849378N01832820EA017810190200410,2017-05-09 09:30:51,48.82297,18.54700,0.00,0.00,9.652,0,0
B0930524849391N01832804EA017860190700410,2017-05-09 09:30:52,48.82318,18.54673,0.00,0.00,9.110,0,0
B0930534849404N01832790EA017900191200410,2017-05-09 09:30:53,48.82340,18.54650,0.00,0.00,8.000,0,0
B0930544849418N01832779EA017950191700410,2017-05-09 09:30:54,48.82363,18.54632,0.00,0.00,5.866,0,0
B0930554849433N01832773EA017990192200410,2017-05-09 09:30:55,48.82388,18.54622,0.00,0.00,3.000,0,0
B0930564849448N01832771EA018040192700410,2017-05-09 09:30:56,48.82413,18.54618,0.00,0.00,1.003,0,0
B0930574849463N01832776EA018080193100410,2017-05-09 09:30:57,48.82438,18.54627,0.00,0.00,2.510,0,0
B0930584849477N01832786EA018130193400410,2017-05-09 09:30:58,48.82462,18.54643,0.00,0.00,5.377,0,0
B0930594849489N01832801EA018160193600410,2017-05-09 09:30:59,48.82482,18.54668,0.00,0.00,9.368,0,0
B0931004849498N01832820EA018180193800410,2017-05-09 09:31:00,48.82497,18.54700,0.00,0.00,15.588,1,1
B0931014849505N01832842EA018190193900410,2017-05-09 09:31:01,48.82508,18.54737,0.00,0.00,22.573,1,1
B0931024849508N01832865EA018190194000410,2017-05-09 09:31:02,48.82513,18.54775,0.00,0.00,45.416,1,1
B0931034849508N01832889EA018190194000410,2017-05-09 09:31:03,48.82513,18.54815,0.00,0.00,90.011,1,1
B0931044849505N01832912EA018200194100410,2017-05-09 09:31:04,48.82508,18.54853,0.00,0.00,134.606,1,1
B0931054849499N01832934EA018210194200410,2017-05-09 09:31:05,48.82498,18.54890,0.00,0.00,154.148,1,1
B0931064849490N01832952EA018200194300410,2017-05-09 09:31:06,48.82483,18.54920,0.00,0.00,165.211,1,1
B0931074849479N01832966EA018220194500410,2017-05-09 09:31:07,48.82465,18.54943,0.00,0.00,170.477,1,1
B0931084849466N01832977EA018230194600410,2017-05-09 09:31:08,48.82443,18.54962,0.00,0.00,173.647,0,0
B0931094849452N01832982EA018240194600410,2017-05-09 09:31:09,48.82420,18.54970,0.00,0.00,177.314,0,0
B0931104849437N01832984EA018250194600410,2017-05-09 09:31:10,48.82395,18.54973,0.00,0.00,178.999,0,0
B0931114849423N01832981EA018250194600410,2017-05-09 09:31:11,48.82372,18.54968,0.00,0.00,178.394,0,0
B0931124849409N01832974EA018260194400410,2017-05-09 09:31:12,48.82348,18.54957,0.00,0.00,176.264,0,0
B0931134849396N01832962EA018250194300410,2017-05-09 09:31:13,48.82327,18.54937,0.00,0.00,173.138,0,0
B0931144849385N01832947EA018240194300410,2017-05-09 09:31:14,48.82308,18.54912,0.00,0.00,169.934,0,0
B0931154849375N01832929EA018230194300410,2017-05-09 09:31:15,48.82292,18.54882,0.00,0.00,166.830,0,0
B0931164849367N01832908EA018230194300410,2017-05-09 09:31:16,48.82278,18.54847,0.00,0.00,161.177,1,0
B0931174849360N01832886EA018240194400410,2017-05-09 09:31:17,48.82267,18.54810,0.00,0.00,157.817,0,1
B0931184849355N01832863EA018250194500410,2017-05-09 09:31:18,48.82258,18.54772,0.00,0.00,149.190,1,1
B0931194849352N01832839EA018260194700410,2017-05-09 09:31:19,48.82253,18.54732,0.00,0.00,133.969,1,1
B0931204849351N01832815EA018270194900410,2017-05-09 09:31:20,48.82252,18.54692,0.00,0.00,107.834,1,1
B0931214849352N01832791EA018290195100410,2017-05-09 09:31:21,48.82253,18.54652,0.00,0.00,72.188,1,1
B0931224849356N01832770EA018310195300410,2017-05-09 09:31:22,48.82260,18.54617,0.00,0.00,34.250,1,1
B0931234849362N01832751EA018330195600410,2017-05-09 09:31:23,48.82270,18.54585,0.00,0.00,22.342,1,1
B0931244849371N01832735EA018360196000410,2017-05-09 09:31:24,48.82285,18.54558,0.00,0.00,13.007,1,1
B0931254849382N01832723EA018390196500410,2017-05-09 09:31:25,48.82303,18.54538,0.00,0.00,8.080,1,1
