2017-05-09,timestamp,lat,lon,brngX,brngY,brngDeg,TURN,MED
B0908524846212N01835471EA001580026200409,2017-05-09 09:08:52,48.77020,18.59118,0.00,0.00,0.000,0,0
B0908534846212N01835471EA001580026200409,2017-05-09 09:08:53,48.77020,18.59118,0.00,0.00,0.000,0,0
B0908544846212N01835471EA001580026200409,2017-05-09 09:08:54,48.77020,18.59118,0.00,0.00,0.000,0,0
B0908554846212N01835471EA001580026200409,2017-05-09 09:08:55,48.77020,18.59118,0.00,0.00,0.000,0,0
B0908564846212N01835471EA001570026200409,2017-05-09 09:08:56,48.77020,18.59118,0.00,0.00,0.000,0,0
B0908574846212N01835471EA001570026200409,2017-05-09 09:08:57,48.77020,18.59118,0.00,0.00,0.000,0,0
B0908584846212N01835471EA001580026200409,2017-05-09 09:08:58,48.77020,18.59118,0.00,0.00,0.000,0,0
B0908594846212N01835471EA001580026200409,2017-05-09 09:08:59,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909004846212N01835471EA001590026200409,2017-05-09 09:09:00,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909014846212N01835471EA001590026200409,2017-05-09 09:09:01,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909024846212N01835471EA001580026200409,2017-05-09 09:09:02,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909034846212N01835471EA001580026200409,2017-05-09 09:09:03,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909044846212N01835471EA001580026200409,2017-05-09 09:09:04,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909054846212N01835471EA001580026200409,2017-05-09 09:09:05,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909064846212N01835471EA001580026200409,2017-05-09 09:09:06,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909074846212N01835471EA001580026200409,2017-05-09 09:09:07,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909084846212N01835471EA001580026200409,2017-05-09 09:09:08,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909094846212N01835471EA001590026200409,2017-05-09 09:09:09,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909104846212N01835471EA001580026200409,2017-05-09 09:09:10,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909114846212N01835471EA001580026200409,2017-05-09 09:09:11,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909124846212N01835471EA001580026200409,2017-05-09 09:09:12,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909134846212N01835471EA001580026200409,2017-05-09 09:09:13,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909144846212N01835471EA001580026200409,2017-05-09 09:09:14,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909154846212N01835471EA001590026200409,2017-05-09 09:09:15,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909164846212N01835471EA001580026200409,2017-05-09 09:09:16,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909174846212N01835471EA001580026200409,2017-05-09 09:09:17,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909184846212N01835471EA001580026200409,2017-05-09 09:09:18,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909194846212N01835471EA001580026200409,2017-05-09 09:09:19,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909204846212N01835471EA001580026200409,2017-05-09 09:09:20,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909214846212N01835471EA001580026200409,2017-05-09 09:09:21,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909224846212N01835471EA001580026200409,2017-05-09 09:09:22,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909234846212N01835471EA001580026200409,2017-05-09 09:09:23,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909244846212N01835471EA001580026200409,2017-05-09 09:09:24,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909254846212N01835471EA001580026200409,2017-05-09 09:09:25,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909264846212N01835471EA001580026200409,2017-05-09 09:09:26,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909274846212N01835471EA001580026200409,2017-05-09 09:09:27,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909284846212N01835471EA001580026200409,2017-05-09 09:09:28,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909294846212N01835471EA001580026200409,2017-05-09 09:09:29,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909304846212N01835471EA001590026200409,2017-05-09 09:09:30,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909314846212N01835471EA001590026200409,2017-05-09 09:09:31,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909324846212N01835471EA001590026200409,2017-05-09 09:09:32,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909334846212N01835471EA001590026200409,2017-05-09 09:09:33,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909344846212N01835471EA001590026200409,2017-05-09 09:09:34,48.77020,18.59118,0.00,0.00,0.000,0,0
B0909354846212N01835470EA001570026200409,2017-05-09 09:09:35,48.77020,18.59117,0.00,0.00,90.000,1,1
B0909364846211N01835470EA001570026100309,2017-05-09 09:09:36,48.77018,18.59117,0.00,0.00,180.000,1,1
B0909374846211N01835469EA001580026100409,2017-05-09 09:09:37,48.77018,18.59115,0.00,0.00,90.000,1,1
B0909384846210N01835468EA001580026100309,2017-05-09 09:09:38,48.77017,18.59113,0.00,0.00,175.663,1,1
B0909394846208N01835465EA001590026100309,2017-05-09 09:09:39,48.77013,18.59108,0.00,0.00,173.513,0,0
B0909404846205N01835462EA001580026100409,2017-05-09 09:09:40,48.77008,18.59103,0.00,0.00,175.668,0,0
B0909414846202N01835458EA001590026000409,2017-05-09 09:09:41,48.77003,18.59097,0.00,0.00,174.236,0,0
B0909424846198N01835453EA001590026000409,2017-05-09 09:09:42,48.76997,18.59088,0.00,0.00,174.599,0,0
B0909434846193N01835448EA001580026000409,2017-05-09 09:09:43,48.76988,18.59080,0.00,0.00,175.679,0,0
B0909444846188N01835442EA001580026000409,2017-05-09 09:09:44,48.76980,18.59070,0.00,0.00,174.825,0,0
B0909454846183N01835435EA001570025900409,2017-05-09 09:09:45,48.76972,18.59058,0.00,0.00,173.975,0,0
B0909464846176N01835427EA001570026000409,2017-05-09 09:09:46,48.76960,18.59045,0.00,0.00,175.084,0,0
B0909474846169N01835418EA001570026000409,2017-05-09 09:09:47,48.76948,18.59030,0.00,0.00,174.481,0,0
B0909484846161N01835409EA001570026000409,2017-05-09 09:09:48,48.76935,18.59015,0.00,0.00,175.176,0,0
B0909494846153N01835399EA001560025900409,2017-05-09 09:09:49,48.76922,18.58998,0.00,0.00,174.653,0,0
B0909504846144N01835388EA001560025900409,2017-05-09 09:09:50,48.76907,18.58980,0.00,0.00,174.782,0,0
B0909514846134N01835377EA001560025900409,2017-05-09 09:09:51,48.76890,18.58962,0.00,0.00,175.312,0,0
B0909524846124N01835365EA001560025800409,2017-05-09 09:09:52,48.76873,18.58942,0.00,0.00,174.899,0,0
B0909534846114N01835352EA001560025800409,2017-05-09 09:09:53,48.76857,18.58920,0.00,0.00,174.489,0,0
B0909544846103N01835339EA001560025800409,2017-05-09 09:09:54,48.76838,18.58898,0.00,0.00,175.000,0,0
B0909554846091N01835324EA001570025800409,2017-05-09 09:09:55,48.76818,18.58873,0.00,0.00,174.727,0,0
B0909564846080N01835309EA001570025700409,2017-05-09 09:09:56,48.76800,18.58848,0.00,0.00,174.265,0,0
B0909574846067N01835294EA001560025700409,2017-05-09 09:09:57,48.76778,18.58823,0.00,0.00,175.157,0,0
B0909584846054N01835278EA001580025700409,2017-05-09 09:09:58,48.76757,18.58797,0.00,0.00,174.852,0,0
B0909594846040N01835262EA001570025700409,2017-05-09 09:09:59,48.76733,18.58770,0.00,0.00,175.233,0,0
B0910004846027N01835245EA001580025700409,2017-05-09 09:10:00,48.76712,18.58742,0.00,0.00,174.566,0,0
B0910014846013N01835228EA001580025800409,2017-05-09 09:10:01,48.76688,18.58713,0.00,0.00,174.968,0,0
B0910024845998N01835210EA001580025800409,2017-05-09 09:10:02,48.76663,18.58683,0.00,0.00,175.044,0,0
B0910034845984N01835192EA001600025900409,2017-05-09 09:10:03,48.76640,18.58653,0.00,0.00,174.710,0,0
B0910044845969N01835174EA001610026000409,2017-05-09 09:10:04,48.76615,18.58623,0.00,0.00,175.078,0,0
B0910054845955N01835155EA001620026100409,2017-05-09 09:10:05,48.76592,18.58592,0.00,0.00,174.455,0,0
B0910064845941N01835136EA001620026100409,2017-05-09 09:10:06,48.76568,18.58560,0.00,0.00,174.473,0,0
B0910074845926N01835117EA001640026300409,2017-05-09 09:10:07,48.76543,18.58528,0.00,0.00,174.858,0,0
B0910084845911N01835098EA001660026600409,2017-05-09 09:10:08,48.76518,18.58497,0.00,0.00,174.876,0,0
B0910094845896N01835078EA001680026800409,2017-05-09 09:10:09,48.76493,18.58463,0.00,0.00,174.627,0,0
B0910104845881N01835059EA001700027000409,2017-05-09 09:10:10,48.76468,18.58432,0.00,0.00,174.913,0,0
B0910114845866N01835039EA001720027100309,2017-05-09 09:10:11,48.76443,18.58398,0.00,0.00,174.666,0,0
B0910124845851N01835020EA001750027400409,2017-05-09 09:10:12,48.76418,18.58367,0.00,0.00,174.949,0,0
B0910134845836N01834999EA001780027800409,2017-05-09 09:10:13,48.76393,18.58332,0.00,0.00,174.441,0,0
B0910144845821N01834980EA001810028000409,2017-05-09 09:10:14,48.76368,18.58300,0.00,0.00,174.985,0,0
B0910154845805N01834960EA001840028200409,2017-05-09 09:10:15,48.76342,18.58267,0.00,0.00,175.070,0,0
B0910164845790N01834941EA001870028500409,2017-05-09 09:10:16,48.76317,18.58235,0.00,0.00,175.023,0,0
B0910174845774N01834922EA001900028700409,2017-05-09 09:10:17,48.76290,18.58203,0.00,0.00,175.351,0,0
B0910184845759N01834902EA001920029000409,2017-05-09 09:10:18,48.76265,18.58170,0.00,0.00,174.802,0,0
B0910194845743N01834883EA001950029400409,2017-05-09 09:10:19,48.76238,18.58138,0.00,0.00,175.386,0,0
B0910204845728N01834864EA001970029700409,2017-05-09 09:10:20,48.76213,18.58107,0.00,0.00,175.098,0,0
B0910214845713N01834845EA002000030000409,2017-05-09 09:10:21,48.76188,18.58075,0.00,0.00,175.117,0,0
B0910224845698N01834826EA002030030300409,2017-05-09 09:10:22,48.76163,18.58043,0.00,0.00,175.135,0,0
B0910234845683N01834808EA002050030500409,2017-05-09 09:10:23,48.76138,18.58013,0.00,0.00,175.407,0,0
B0910244845668N01834790EA002080030800309,2017-05-09 09:10:24,48.76113,18.57983,0.00,0.00,175.424,0,0
B0910254845654N01834771EA002120031300409,2017-05-09 09:10:25,48.76090,18.57952,0.00,0.00,174.846,0,0
B0910264845639N01834753EA002170031800309,2017-05-09 09:10:26,48.76065,18.57922,0.00,0.00,175.458,0,0
B0910274845625N01834735EA002220032100409,2017-05-09 09:10:27,48.76042,18.57892,0.00,0.00,175.152,0,0
B0910284845610N01834717EA002280032300409,2017-05-09 09:10:28,48.76017,18.57862,0.00,0.00,175.491,0,0
B0910294845596N01834700EA002290032400409,2017-05-09 09:10:29,48.75993,18.57833,0.00,0.00,175.454,0,0
B0910304845581N01834682EA002310032600409,2017-05-09 09:10:30,48.75968,18.57803,0.00,0.00,175.524,0,0
B0910314845565N01834664EA002310032600409,2017-05-09 09:10:31,48.75942,18.57773,0.00,0.00,175.820,0,0
B0910324845550N01834646EA002320032700409,2017-05-09 09:10:32,48.75917,18.57743,0.00,0.00,175.560,0,0
B0910334845534N01834628EA002330032900409,2017-05-09 09:10:33,48.75890,18.57713,0.00,0.00,175.854,0,0
B0910344845518N01834611EA002360033100309,2017-05-09 09:10:34,48.75863,18.57685,0.00,0.00,176.100,0,0
B0910354845503N01834593EA002380033400409,2017-05-09 09:10:35,48.75838,18.57655,0.00,0.00,175.614,0,0
B0910364845487N01834575EA002420033800409,2017-05-09 09:10:36,48.75812,18.57625,0.00,0.00,175.905,0,0
B0910374845471N01834558EA002460034100409,2017-05-09 09:10:37,48.75785,18.57597,0.00,0.00,176.148,0,0
B0910384845455N01834539EA002480034200409,2017-05-09 09:10:38,48.75758,18.57565,0.00,0.00,175.714,0,0
B0910394845439N01834520EA002500034200409,2017-05-09 09:10:39,48.75732,18.57533,0.00,0.00,175.733,0,0
B0910404845424N01834501EA002500034200409,2017-05-09 09:10:40,48.75707,18.57502,0.00,0.00,175.468,0,0
B0910414845407N01834482EA002510034200309,2017-05-09 09:10:41,48.75678,18.57470,0.00,0.00,176.017,0,0
B0910424845391N01834463EA002530034500409,2017-05-09 09:10:42,48.75652,18.57438,0.00,0.00,175.787,0,0
B0910434845374N01834445EA002550034900409,2017-05-09 09:10:43,48.75623,18.57408,0.00,0.00,176.260,0,0
B0910444845357N01834427EA002580035400409,2017-05-09 09:10:44,48.75595,18.57378,0.00,0.00,176.277,0,0
B0910454845341N01834409EA002620035900409,2017-05-09 09:10:45,48.75568,18.57348,0.00,0.00,176.062,0,0
B0910464845324N01834391EA002670036500409,2017-05-09 09:10:46,48.75540,18.57318,0.00,0.00,176.310,0,0
B0910474845308N01834373EA002720037000409,2017-05-09 09:10:47,48.75513,18.57288,0.00,0.00,176.098,0,0
B0910484845292N01834355EA002760037400409,2017-05-09 09:10:48,48.75487,18.57258,0.00,0.00,176.115,0,0
B0910494845275N01834336EA002800037800409,2017-05-09 09:10:49,48.75458,18.57227,0.00,0.00,176.159,0,0
B0910504845258N01834317EA002850038100409,2017-05-09 09:10:50,48.75430,18.57195,0.00,0.00,176.177,0,0
B0910514845242N01834299EA002880038300409,2017-05-09 09:10:51,48.75403,18.57165,0.00,0.00,176.169,0,0
B0910524845225N01834281EA002900038600409,2017-05-09 09:10:52,48.75375,18.57135,0.00,0.00,176.411,0,0
B0910534845209N01834263EA002930038900409,2017-05-09 09:10:53,48.75348,18.57105,0.00,0.00,176.205,0,0
B0910544845192N01834245EA002940039100409,2017-05-09 09:10:54,48.75320,18.57075,0.00,0.00,176.445,0,0
B0910554845175N01834228EA002960039200409,2017-05-09 09:10:55,48.75292,18.57047,0.00,0.00,176.658,0,0
B0910564845158N01834210EA002970039200409,2017-05-09 09:10:56,48.75263,18.57017,0.00,0.00,176.479,0,0
B0910574845140N01834192EA002980039300409,2017-05-09 09:10:57,48.75233,18.56987,0.00,0.00,176.692,0,0
B0910584845123N01834175EA002990039400409,2017-05-09 09:10:58,48.75205,18.56958,0.00,0.00,176.708,0,0
B0910594845105N01834157EA002990039500409,2017-05-09 09:10:59,48.75175,18.56928,0.00,0.00,176.725,0,0
B0911004845088N01834139EA003000039500409,2017-05-09 09:11:00,48.75147,18.56898,0.00,0.00,176.550,0,0
B0911014845071N01834121EA003010039600409,2017-05-09 09:11:01,48.75118,18.56868,0.00,0.00,176.568,0,0
B0911024845053N01834103EA003020039800409,2017-05-09 09:11:02,48.75088,18.56838,0.00,0.00,176.775,0,0
B0911034845036N01834085EA003030040000409,2017-05-09 09:11:03,48.75060,18.56808,0.00,0.00,176.603,0,0
B0911044845018N01834067EA003050040200409,2017-05-09 09:11:04,48.75030,18.56778,0.00,0.00,176.809,0,0
B0911054845001N01834050EA003070040500409,2017-05-09 09:11:05,48.75002,18.56750,0.00,0.00,176.825,0,0
B0911064844984N01834032EA003090040800409,2017-05-09 09:11:06,48.74973,18.56720,0.00,0.00,176.656,0,0
B0911074844966N01834014EA003110041000409,2017-05-09 09:11:07,48.74943,18.56690,0.00,0.00,176.859,0,0
B0911084844949N01833996EA003140041200409,2017-05-09 09:11:08,48.74915,18.56660,0.00,0.00,176.691,0,0
B0911094844931N01833978EA003150041300409,2017-05-09 09:11:09,48.74885,18.56630,0.00,0.00,176.892,0,0
B0911104844914N01833961EA003180041400309,2017-05-09 09:11:10,48.74857,18.56602,0.00,0.00,176.908,0,0
B0911114844897N01833943EA003190041600409,2017-05-09 09:11:11,48.74828,18.56572,0.00,0.00,176.744,0,0
B0911124844879N01833926EA003220041900409,2017-05-09 09:11:12,48.74798,18.56543,0.00,0.00,177.112,0,0
B0911134844861N01833908EA003240042200409,2017-05-09 09:11:13,48.74768,18.56513,0.00,0.00,176.959,0,0
B0911144844844N01833889EA003260042500409,2017-05-09 09:11:14,48.74740,18.56482,0.00,0.00,176.620,0,0
B0911154844826N01833871EA003290042900409,2017-05-09 09:11:15,48.74710,18.56452,0.00,0.00,176.993,0,0
B0911164844809N01833852EA003320043200409,2017-05-09 09:11:16,48.74682,18.56420,0.00,0.00,176.658,0,0
B0911174844791N01833834EA003360043700409,2017-05-09 09:11:17,48.74652,18.56390,0.00,0.00,177.026,0,0
B0911184844774N01833815EA003410044100409,2017-05-09 09:11:18,48.74623,18.56358,0.00,0.00,176.695,0,0
B0911194844756N01833796EA003450044500409,2017-05-09 09:11:19,48.74593,18.56327,0.00,0.00,176.897,0,0
B0911204844739N01833777EA003500044900409,2017-05-09 09:11:20,48.74565,18.56295,0.00,0.00,176.733,0,0
B0911214844721N01833758EA003520045200409,2017-05-09 09:11:21,48.74535,18.56263,0.00,0.00,176.932,0,0
B0911224844705N01833738EA003560045600409,2017-05-09 09:11:22,48.74508,18.56230,0.00,0.00,176.388,0,0
B0911234844690N01833716EA003600046100409,2017-05-09 09:11:23,48.74483,18.56193,0.00,0.00,175.785,0,0
B0911244844676N01833693EA003640046700409,2017-05-09 09:11:24,48.74460,18.56155,0.00,0.00,175.302,0,0
B0911254844663N01833669EA003690047400409,2017-05-09 09:11:25,48.74438,18.56115,0.00,0.00,174.747,0,0
B0911264844652N01833643EA003750048000409,2017-05-09 09:11:26,48.74420,18.56072,0.00,0.00,173.311,0,0
B0911274844642N01833617EA003830048700409,2017-05-09 09:11:27,48.74403,18.56028,0.00,0.00,172.674,0,0
B0911284844632N01833590EA003890049400409,2017-05-09 09:11:28,48.74387,18.55983,0.00,0.00,172.421,0,0
B0911294844622N01833562EA003970050100409,2017-05-09 09:11:29,48.74370,18.55937,0.00,0.00,172.170,0,0
B0911304844614N01833534EA004030050700309,2017-05-09 09:11:30,48.74357,18.55890,0.00,0.00,170.273,0,0
B0911314844605N01833507EA004070051000409,2017-05-09 09:11:31,48.74342,18.55845,0.00,0.00,171.667,0,0
B0911324844596N01833478EA004110051200409,2017-05-09 09:11:32,48.74327,18.55797,0.00,0.00,171.086,0,0
B0911334844588N01833450EA004140051500409,2017-05-09 09:11:33,48.74313,18.55750,0.00,0.00,170.358,0,0
B0911344844580N01833421EA004170051700409,2017-05-09 09:11:34,48.74300,18.55702,0.00,0.00,170.048,0,0
B0911354844572N01833391EA004190052000409,2017-05-09 09:11:35,48.74287,18.55652,0.00,0.00,169.739,0,0
B0911364844567N01833362EA004230052300409,2017-05-09 09:11:36,48.74278,18.55603,0.00,0.00,164.385,1,0
B0911374844561N01833332EA004250052700409,2017-05-09 09:11:37,48.74268,18.55553,0.00,0.00,166.481,0,1
B0911384844557N01833302EA004280053100409,2017-05-09 09:11:38,48.74262,18.55503,0.00,0.00,160.194,1,1
B0911394844552N01833273EA004320053500409,2017-05-09 09:11:39,48.74253,18.55455,0.00,0.00,164.463,1,1
B0911404844549N01833243EA004350053900409,2017-05-09 09:11:40,48.74248,18.55405,0.00,0.00,154.414,1,1
B0911414844546N01833213EA004400054200409,2017-05-09 09:11:41,48.74243,18.55355,0.00,0.00,154.437,0,1
B0911424844545N01833183EA004440054600409,2017-05-09 09:11:42,48.74242,18.55305,0.00,0.00,124.888,1,1
B0911434844546N01833153EA004470055000409,2017-05-09 09:11:43,48.74243,18.55255,0.00,0.00,55.141,1,1
B0911444844547N01833123EA004510055200409,2017-05-09 09:11:44,48.74245,18.55205,0.00,0.00,55.150,0,1
B0911454844549N01833092EA004530055400409,2017-05-09 09:11:45,48.74248,18.55153,0.00,0.00,36.591,1,1
B0911464844552N01833062EA004560055700409,2017-05-09 09:11:46,48.74253,18.55103,0.00,0.00,25.615,1,1
B0911474844555N01833033EA004590056100409,2017-05-09 09:11:47,48.74258,18.55055,0.00,0.00,24.889,0,1
B0911484844560N01833004EA004620056500409,2017-05-09 09:11:48,48.74267,18.55007,0.00,0.00,15.581,1,0
B0911494844565N01832974EA004660056800409,2017-05-09 09:11:49,48.74275,18.54957,0.00,0.00,16.117,0,0
B0911504844570N01832945EA004670057000409,2017-05-09 09:11:50,48.74283,18.54908,0.00,0.00,15.632,0,0
B0911514844576N01832916EA004700057200409,2017-05-09 09:11:51,48.74293,18.54860,0.00,0.00,13.152,0,0
B0911524844582N01832887EA004700057400409,2017-05-09 09:11:52,48.74303,18.54812,0.00,0.00,13.178,0,0
B0911544844595N01832830EA004730057600409,2017-05-09 09:11:54,48.74325,18.54717,0.00,0.00,12.045,0,0
B0911554844602N01832802EA004780058100409,2017-05-09 09:11:55,48.74337,18.54670,0.00,0.00,11.041,0,0
B0911564844610N01832773EA004820058400409,2017-05-09 09:11:56,48.74350,18.54622,0.00,0.00,10.055,0,0
B0911574844618N01832745EA004850058700409,2017-05-09 09:11:57,48.74363,18.54575,0.00,0.00,9.741,0,0
B0911584844627N01832718EA004880059100409,2017-05-09 09:11:58,48.74378,18.54530,0.00,0.00,8.396,0,0
B0911594844637N01832692EA004930059500409,2017-05-09 09:11:59,48.74395,18.54487,0.00,0.00,7.314,0,0
B0912004844648N01832668EA004930060100409,2017-05-09 09:12:00,48.74413,18.54447,0.00,0.00,6.170,0,0
B0912014844660N01832644EA004980060900409,2017-05-09 09:12:01,48.74433,18.54407,0.00,0.00,5.682,0,0
B0912024844672N01832622EA005050061600409,2017-05-09 09:12:02,48.74453,18.54370,0.00,0.00,5.232,0,0
B0912034844684N01832601EA005120062400309,2017-05-09 09:12:03,48.74473,18.54335,0.00,0.00,5.016,0,0
B0912044844697N01832580EA005180062900409,2017-05-09 09:12:04,48.74495,18.54300,0.00,0.00,4.652,0,0
B0912054844711N01832560EA005250063300409,2017-05-09 09:12:05,48.74518,18.54267,0.00,0.00,4.135,0,0
B0912064844725N01832541EA005290063600409,2017-05-09 09:12:06,48.74542,18.54235,0.00,0.00,3.947,0,0
B0912074844739N01832524EA005330064000409,2017-05-09 09:12:07,48.74565,18.54207,0.00,0.00,3.549,0,0
B0912084844754N01832508EA005380064500409,2017-05-09 09:12:08,48.74590,18.54180,0.00,0.00,3.134,0,0
B0912094844769N01832493EA005420064900409,2017-05-09 09:12:09,48.74615,18.54155,0.00,0.00,2.953,0,0
B0912104844785N01832479EA005470065400409,2017-05-09 09:12:10,48.74642,18.54132,0.00,0.00,2.597,0,0
B0912114844801N01832467EA005520065700409,2017-05-09 09:12:11,48.74668,18.54112,0.00,0.00,2.238,0,0
B0912124844817N01832455EA005570066100409,2017-05-09 09:12:12,48.74695,18.54092,0.00,0.00,2.250,0,0
B0912134844833N01832445EA005600066500409,2017-05-09 09:12:13,48.74722,18.54075,0.00,0.00,1.885,0,0
B0912144844850N01832435EA005640066800409,2017-05-09 09:12:14,48.74750,18.54058,0.00,0.00,1.784,0,0
B0912154844867N01832426EA005670067100409,2017-05-09 09:12:15,48.74778,18.54043,0.00,0.00,1.614,0,0
B0912164844885N01832417EA005700067300309,2017-05-09 09:12:16,48.74808,18.54028,0.00,0.00,1.533,0,0
B0912174844902N01832408EA005720067300409,2017-05-09 09:12:17,48.74837,18.54013,0.00,0.00,1.632,0,0
B0912184844919N01832398EA005720067300409,2017-05-09 09:12:18,48.74865,18.53997,0.00,0.00,1.823,0,0
B0912194844936N01832386EA005730067300409,2017-05-09 09:12:19,48.74893,18.53977,0.00,0.00,2.198,0,0
B0912204844953N01832375EA005730067500409,2017-05-09 09:12:20,48.74922,18.53958,0.00,0.00,2.026,0,0
B0912214844971N01832365EA005740067600409,2017-05-09 09:12:21,48.74952,18.53942,0.00,0.00,1.749,0,0
B0912224844989N01832356EA005750067800409,2017-05-09 09:12:22,48.74982,18.53927,0.00,0.00,1.583,0,0
B0912234845006N01832347EA005760068000409,2017-05-09 09:12:23,48.75010,18.53912,0.00,0.00,1.685,0,0
B0912244845024N01832338EA005780068100409,2017-05-09 09:12:24,48.75040,18.53897,0.00,0.00,1.600,0,0
B0912254845042N01832329EA005790068300409,2017-05-09 09:12:25,48.75070,18.53882,0.00,0.00,1.608,0,0
B0912264845060N01832322EA005800068500409,2017-05-09 09:12:26,48.75100,18.53870,0.00,0.00,1.258,0,0
B0912274845079N01832315EA005830068700409,2017-05-09 09:12:27,48.75132,18.53858,0.00,0.00,1.198,0,0
B0912284845099N01832308EA005850068900409,2017-05-09 09:12:28,48.75165,18.53847,0.00,0.00,1.145,0,0
B0912304845137N01832292EA005870069100409,2017-05-09 09:12:30,48.75228,18.53820,0.00,0.00,1.393,0,0
B0912314845155N01832282EA005930069600409,2017-05-09 09:12:31,48.75258,18.53803,0.00,0.00,1.847,0,0
B0912324845174N01832272EA005950069800309,2017-05-09 09:12:32,48.75290,18.53787,0.00,0.00,1.760,0,0
B0912334845194N01832262EA005970069900409,2017-05-09 09:12:33,48.75323,18.53770,0.00,0.00,1.682,0,0
B0912344845214N01832252EA005970069900409,2017-05-09 09:12:34,48.75357,18.53753,0.00,0.00,1.691,0,0
B0912354845234N01832243EA005990070000409,2017-05-09 09:12:35,48.75390,18.53738,0.00,0.00,1.531,0,0
B0912364845255N01832234EA006000070100409,2017-05-09 09:12:36,48.75425,18.53723,0.00,0.00,1.467,0,0
B0912374845275N01832226EA006000070200409,2017-05-09 09:12:37,48.75458,18.53710,0.00,0.00,1.377,0,0
B0912384845295N01832218EA006020070200409,2017-05-09 09:12:38,48.75492,18.53697,0.00,0.00,1.384,0,0
B0912394845315N01832210EA006020070300309,2017-05-09 09:12:39,48.75525,18.53683,0.00,0.00,1.392,0,0
B0912404845335N01832201EA006030070400409,2017-05-09 09:12:40,48.75558,18.53668,0.00,0.00,1.575,0,0
B0912414845355N01832192EA006040070700409,2017-05-09 09:12:41,48.75592,18.53653,0.00,0.00,1.583,0,0
B0912424845375N01832184EA006060071100409,2017-05-09 09:12:42,48.75625,18.53640,0.00,0.00,1.415,0,0
B0912434845395N01832176EA006090071300409,2017-05-09 09:12:43,48.75658,18.53627,0.00,0.00,1.423,0,0
B0912444845415N01832168EA006120071600409,2017-05-09 09:12:44,48.75692,18.53613,0.00,0.00,1.431,0,0
B0912454845434N01832160EA006160071900309,2017-05-09 09:12:45,48.75723,18.53600,0.00,0.00,1.513,0,0
B0912464845454N01832150EA006200072500409,2017-05-09 09:12:46,48.75757,18.53583,0.00,0.00,1.807,0,0
B0912474845474N01832141EA006250073100409,2017-05-09 09:12:47,48.75790,18.53568,0.00,0.00,1.635,0,0
B0912484845494N01832133EA006310073600409,2017-05-09 09:12:48,48.75823,18.53555,0.00,0.00,1.461,0,0
B0912494845514N01832124EA006370074200309,2017-05-09 09:12:49,48.75857,18.53540,0.00,0.00,1.652,0,0
B0912504845534N01832116EA006420074400409,2017-05-09 09:12:50,48.75890,18.53527,0.00,0.00,1.476,0,0
B0912514845554N01832108EA006450074700409,2017-05-09 09:12:51,48.75923,18.53513,0.00,0.00,1.484,0,0
B0912524845574N01832100EA006480075100409,2017-05-09 09:12:52,48.75957,18.53500,0.00,0.00,1.492,0,0
B0912534845594N01832093EA006500075500409,2017-05-09 09:12:53,48.75990,18.53488,0.00,0.00,1.312,0,0
B0912544845615N01832087EA006540075900409,2017-05-09 09:12:54,48.76025,18.53478,0.00,0.00,1.077,0,0
B0912554845635N01832081EA006580076300409,2017-05-09 09:12:55,48.76058,18.53468,0.00,0.00,1.137,0,0
B0912564845655N01832075EA006620076600409,2017-05-09 09:12:56,48.76092,18.53458,0.00,0.00,1.142,0,0
B0912574845675N01832069EA006660076900409,2017-05-09 09:12:57,48.76125,18.53448,0.00,0.00,1.148,0,0
