RealTime,HostTimestamp (ms),Head Turning
2017-05-09 17:00:30.383,154383,0
2017-05-09 17:00:30.481,154481,0
2017-05-09 17:00:30.594,154594,0
2017-05-09 17:00:30.692,154692,0
2017-05-09 17:00:30.789,154789,0
2017-05-09 17:00:30.887,154887,0
2017-05-09 17:00:30.984,154984,0
2017-05-09 17:00:31.082,155082,0
2017-05-09 17:00:31.195,155195,0
2017-05-09 17:00:31.293,155293,0
2017-05-09 17:00:31.391,155391,0
2017-05-09 17:00:31.488,155488,0
2017-05-09 17:00:31.586,155586,0
2017-05-09 17:00:31.683,155683,0
2017-05-09 17:00:31.781,155781,0
2017-05-09 17:00:31.895,155895,0
2017-05-09 17:00:31.992,155992,0
2017-05-09 17:00:32.089,156089,0
2017-05-09 17:00:32.187,156187,0
2017-05-09 17:00:32.284,156284,0
2017-05-09 17:00:32.382,156382,0
2017-05-09 17:00:32.496,156496,0
2017-05-09 17:00:32.593,156593,0
2017-05-09 17:00:32.691,156691,0
2017-05-09 17:00:32.788,156788,0
2017-05-09 17:00:32.886,156886,0
2017-05-09 17:00:32.983,156983,0
2017-05-09 17:00:33.083,157083,0
2017-05-09 17:00:33.194,157194,0
2017-05-09 17:00:33.292,157292,0
2017-05-09 17:00:33.536,157536,0
2017-05-09 17:00:33.601,157601,0
2017-05-09 17:00:33.698,157698,0
2017-05-09 17:00:33.795,157795,0
2017-05-09 17:00:33.893,157893,0
2017-05-09 17:00:34.007,158007,0
2017-05-09 17:00:34.138,158138,0
2017-05-09 17:00:34.218,158218,0
2017-05-09 17:00:34.315,158315,0
2017-05-09 17:00:34.430,158430,0
2017-05-09 17:00:34.527,158527,0
2017-05-09 17:00:34.624,158624,0
2017-05-09 17:00:34.722,158722,0
2017-05-09 17:00:34.819,158819,0
2017-05-09 17:00:34.917,158917,0
2017-05-09 17:00:35.031,159031,0
2017-05-09 17:00:35.128,159128,0
2017-05-09 17:00:35.226,159226,0
2017-05-09 17:00:35.323,159323,0
2017-05-09 17:00:35.421,159421,0
2017-05-09 17:00:35.518,159518,0
2017-05-09 17:00:35.616,159616,0
2017-05-09 17:00:35.729,159729,0
2017-05-09 17:00:35.827,159827,0
2017-05-09 17:00:35.924,159924,0
2017-05-09 17:00:36.022,160022,0
2017-05-09 17:00:36.120,160120,0
2017-05-09 17:00:36.217,160217,0
2017-05-09 17:00:36.331,160331,0
2017-05-09 17:00:36.428,160428,0
2017-05-09 17:00:36.526,160526,0
2017-05-09 17:00:36.623,160623,0
2017-05-09 17:00:36.721,160721,0
2017-05-09 17:00:36.818,160818,0
2017-05-09 17:00:36.915,160915,0
2017-05-09 17:00:37.029,161029,0
2017-05-09 17:00:37.126,161126,0
2017-05-09 17:00:37.225,161225,0
2017-05-09 17:00:37.322,161322,0
2017-05-09 17:00:37.419,161419,0
2017-05-09 17:00:37.517,161517,0
2017-05-09 17:00:37.631,161631,0
2017-05-09 17:00:37.728,161728,0
2017-05-09 17:00:37.826,161826,0
2017-05-09 17:00:37.923,161923,0
2017-05-09 17:00:38.021,162021,0
2017-05-09 17:00:38.118,162118,0
2017-05-09 17:00:38.216,162216,0
2017-05-09 17:00:38.330,162330,0
2017-05-09 17:00:38.427,162427,0
2017-05-09 17:00:38.525,162525,0
2017-05-09 17:00:38.622,162622,0
2017-05-09 17:00:38.719,162719,0
2017-05-09 17:00:38.817,162817,0
2017-05-09 17:00:38.931,162931,0
2017-05-09 17:00:39.028,163028,0
2017-05-09 17:00:39.127,163127,0
2017-05-09 17:00:39.224,163224,0
2017-05-09 17:00:39.321,163321,0
2017-05-09 17:00:39.418,163418,0
2017-05-09 17:00:39.516,163516,0
2017-05-09 17:00:39.630,163630,0
2017-05-09 17:00:39.727,163727,0
2017-05-09 17:00:39.825,163825,0
2017-05-09 17:00:39.922,163922,0
2017-05-09 17:00:40.019,164019,0
2017-05-09 17:00:40.117,164117,0
2017-05-09 17:00:40.231,164231,0
2017-05-09 17:00:40.329,164329,0
2017-05-09 17:00:40.426,164426,0
2017-05-09 17:00:40.523,164523,0
2017-05-09 17:00:40.621,164621,0
2017-05-09 17:00:40.718,164718,0
2017-05-09 17:00:40.816,164816,0
2017-05-09 17:00:40.930,164930,0
2017-05-09 17:00:41.027,165027,0
2017-05-09 17:00:41.125,165125,0
2017-05-09 17:00:41.222,165222,0
2017-05-09 17:00:41.320,165320,0
2017-05-09 17:00:41.417,165417,0
2017-05-09 17:00:41.515,165515,0
2017-05-09 17:00:41.628,165628,0
2017-05-09 17:00:41.726,165726,0
2017-05-09 17:00:41.823,165823,0
2017-05-09 17:00:41.921,165921,0
2017-05-09 17:00:42.018,166018,0
2017-05-09 17:00:42.116,166116,0
2017-05-09 17:00:42.229,166229,0
2017-05-09 17:00:42.327,166327,0
2017-05-09 17:00:42.424,166424,0
2017-05-09 17:00:42.522,166522,0
2017-05-09 17:00:42.620,166620,0
2017-05-09 17:00:42.717,166717,0
2017-05-09 17:00:42.814,166814,0
2017-05-09 17:00:42.928,166928,0
2017-05-09 17:00:43.026,167026,0
2017-05-09 17:00:43.123,167123,0
2017-05-09 17:00:43.221,167221,0
2017-05-09 17:00:43.319,167319,0
2017-05-09 17:00:43.416,167416,0
2017-05-09 17:00:43.530,167530,0
2017-05-09 17:00:43.627,167627,0
2017-05-09 17:00:43.725,167725,0
2017-05-09 17:00:43.822,167822,0
2017-05-09 17:00:43.920,167920,0
2017-05-09 17:00:44.017,168017,0
2017-05-09 17:00:44.147,168147,0
2017-05-09 17:00:44.245,168245,0
2017-05-09 17:00:44.342,168342,0
2017-05-09 17:00:44.440,168440,0
2017-05-09 17:00:44.538,168538,0
2017-05-09 17:00:44.651,168651,0
2017-05-09 17:00:44.748,168748,0
2017-05-09 17:00:44.846,168846,0
2017-05-09 17:00:44.943,168943,0
2017-05-09 17:00:45.041,169041,0
2017-05-09 17:00:45.138,169138,0
2017-05-09 17:00:45.252,169252,0
2017-05-09 17:00:45.350,169350,0
2017-05-09 17:00:45.447,169447,0
2017-05-09 17:00:45.545,169545,0
2017-05-09 17:00:45.642,169642,0
2017-05-09 17:00:45.740,169740,0
2017-05-09 17:00:45.853,169853,0
2017-05-09 17:00:45.951,169951,0
2017-05-09 17:00:46.048,170048,0
2017-05-09 17:00:46.146,170146,0
2017-05-09 17:00:46.244,170244,0
2017-05-09 17:00:46.341,170341,0
2017-05-09 17:00:46.438,170438,0
2017-05-09 17:00:46.552,170552,0
2017-05-09 17:00:46.650,170650,0
2017-05-09 17:00:46.747,170747,0
2017-05-09 17:00:46.845,170845,0
2017-05-09 17:00:46.942,170942,0
2017-05-09 17:00:47.040,171040,0
2017-05-09 17:00:47.138,171138,0
2017-05-09 17:00:47.251,171251,0
2017-05-09 17:00:47.348,171348,0
2017-05-09 17:00:47.446,171446,0
2017-05-09 17:00:47.544,171544,0
2017-05-09 17:00:47.641,171641,0
2017-05-09 17:00:47.738,171738,0
2017-05-09 17:00:47.852,171852,0
2017-05-09 17:00:47.949,171949,0
2017-05-09 17:00:48.047,172047,0
2017-05-09 17:00:48.144,172144,0
2017-05-09 17:00:48.242,172242,0
2017-05-09 17:00:48.340,172340,0
2017-05-09 17:00:48.438,172438,0
2017-05-09 17:00:48.551,172551,0
2017-05-09 17:00:48.649,172649,0
2017-05-09 17:00:48.746,172746,0
2017-05-09 17:00:48.844,172844,0
2017-05-09 17:00:48.941,172941,0
2017-05-09 17:00:49.039,173039,0
2017-05-09 17:00:49.152,173152,0
2017-05-09 17:00:49.250,173250,0
2017-05-09 17:00:49.347,173347,0
2017-05-09 17:00:49.445,173445,0
2017-05-09 17:00:49.542,173542,0
2017-05-09 17:00:49.640,173640,0
2017-05-09 17:00:49.738,173738,0
2017-05-09 17:00:49.851,173851,0
2017-05-09 17:00:49.948,173948,0
2017-05-09 17:00:50.046,174046,0
2017-05-09 17:00:50.144,174144,0
2017-05-09 17:00:50.241,174241,0
2017-05-09 17:00:50.339,174339,0
2017-05-09 17:00:50.452,174452,0
2017-05-09 17:00:50.550,174550,0
2017-05-09 17:00:50.647,174647,0
2017-05-09 17:00:50.745,174745,0
2017-05-09 17:00:50.842,174842,0
2017-05-09 17:00:50.940,174940,0
2017-05-09 17:00:51.038,175038,0
2017-05-09 17:00:51.151,175151,0
2017-05-09 17:00:51.249,175249,0
2017-05-09 17:00:51.345,175345,0
2017-05-09 17:00:51.443,175443,0
2017-05-09 17:00:51.542,175542,0
2017-05-09 17:00:51.638,175638,0
2017-05-09 17:00:51.753,175753,0
2017-05-09 17:00:51.850,175850,0
2017-05-09 17:00:51.947,175947,0
2017-05-09 17:00:52.045,176045,0
2017-05-09 17:00:52.142,176142,0
2017-05-09 17:00:52.240,176240,0
2017-05-09 17:00:52.337,176337,0
2017-05-09 17:00:52.451,176451,0
2017-05-09 17:00:52.548,176548,0
2017-05-09 17:00:52.646,176646,0
2017-05-09 17:00:52.743,176743,0
2017-05-09 17:00:52.841,176841,0
2017-05-09 17:00:52.938,176938,0
2017-05-09 17:00:53.052,177052,0
2017-05-09 17:00:53.150,177150,0
2017-05-09 17:00:53.247,177247,0
2017-05-09 17:00:53.345,177345,0
2017-05-09 17:00:53.442,177442,0
2017-05-09 17:00:53.540,177540,0
2017-05-09 17:00:53.637,177637,0
2017-05-09 17:00:53.751,177751,0
2017-05-09 17:00:53.849,177849,0
2017-05-09 17:00:53.946,177946,0
2017-05-09 17:00:54.044,178044,0
2017-05-09 17:00:54.174,178174,0
2017-05-09 17:00:54.272,178272,0
2017-05-09 17:00:54.369,178369,0
2017-05-09 17:00:54.466,178466,0
2017-05-09 17:00:54.564,178564,0
2017-05-09 17:00:54.661,178661,0
2017-05-09 17:00:54.759,178759,0
2017-05-09 17:00:54.872,178872,0
2017-05-09 17:00:54.970,178970,0
2017-05-09 17:00:55.068,179068,0
2017-05-09 17:00:55.165,179165,0
2017-05-09 17:00:55.262,179262,0
2017-05-09 17:00:55.360,179360,0
2017-05-09 17:00:55.474,179474,0
2017-05-09 17:00:55.571,179571,0
2017-05-09 17:00:55.668,179668,0
2017-05-09 17:00:55.766,179766,0
2017-05-09 17:00:55.864,179864,0
2017-05-09 17:00:55.961,179961,0
2017-05-09 17:00:56.060,180060,0
2017-05-09 17:00:56.172,180172,0
2017-05-09 17:00:56.270,180270,0
2017-05-09 17:00:56.368,180368,0
2017-05-09 17:00:56.465,180465,0
2017-05-09 17:00:56.562,180562,0
2017-05-09 17:00:56.660,180660,0
2017-05-09 17:00:56.774,180774,0
2017-05-09 17:00:56.871,180871,0
2017-05-09 17:00:56.969,180969,0
2017-05-09 17:00:57.066,181066,0
2017-05-09 17:00:57.164,181164,0
2017-05-09 17:00:57.261,181261,0
2017-05-09 17:00:57.359,181359,0
2017-05-09 17:00:57.472,181472,0
2017-05-09 17:00:57.570,181570,0
2017-05-09 17:00:57.667,181667,0
2017-05-09 17:00:57.765,181765,0
2017-05-09 17:00:57.863,181863,0
2017-05-09 17:00:57.960,181960,0
2017-05-09 17:00:58.074,182074,0
2017-05-09 17:00:58.171,182171,0
2017-05-09 17:00:58.269,182269,0
2017-05-09 17:00:58.366,182366,0
2017-05-09 17:00:58.464,182464,0
2017-05-09 17:00:58.561,182561,0
2017-05-09 17:00:58.659,182659,0
2017-05-09 17:00:58.772,182772,0
2017-05-09 17:00:58.870,182870,0
2017-05-09 17:00:58.967,182967,0
2017-05-09 17:00:59.065,183065,0
2017-05-09 17:00:59.166,183166,0
2017-05-09 17:00:59.260,183260,0
2017-05-09 17:00:59.376,183376,0
2017-05-09 17:00:59.470,183470,0
2017-05-09 17:00:59.568,183568,0
2017-05-09 17:00:59.666,183666,0
2017-05-09 17:00:59.764,183764,0
2017-05-09 17:00:59.862,183862,0
2017-05-09 17:00:59.959,183959,0
2017-05-09 17:01:00.072,184072,0
2017-05-09 17:01:00.170,184170,0
2017-05-09 17:01:00.267,184267,0
2017-05-09 17:01:00.365,184365,0
2017-05-09 17:01:00.462,184462,0
2017-05-09 17:01:00.560,184560,0
2017-05-09 17:01:00.674,184674,0
2017-05-09 17:01:00.771,184771,0
2017-05-09 17:01:00.869,184869,0
2017-05-09 17:01:00.966,184966,0
2017-05-09 17:01:01.064,185064,0
2017-05-09 17:01:01.162,185162,0
2017-05-09 17:01:01.259,185259,0
2017-05-09 17:01:01.373,185373,0
2017-05-09 17:01:01.470,185470,0
2017-05-09 17:01:01.568,185568,0
2017-05-09 17:01:01.665,185665,0
2017-05-09 17:01:01.762,185762,0
2017-05-09 17:01:01.876,185876,0
2017-05-09 17:01:01.974,185974,0
2017-05-09 17:01:02.071,186071,0
2017-05-09 17:01:02.169,186169,0
2017-05-09 17:01:02.267,186267,0
2017-05-09 17:01:02.364,186364,0
2017-05-09 17:01:02.461,186461,0
2017-05-09 17:01:02.559,186559,0
2017-05-09 17:01:02.673,186673,0
2017-05-09 17:01:02.770,186770,0
2017-05-09 17:01:02.868,186868,0
2017-05-09 17:01:02.965,186965,0
2017-05-09 17:01:03.063,187063,0
2017-05-09 17:01:03.160,187160,0
2017-05-09 17:01:03.276,187276,0
2017-05-09 17:01:03.371,187371,0
2017-05-09 17:01:03.469,187469,0
2017-05-09 17:01:03.713,187713,0
2017-05-09 17:01:03.778,187778,0
2017-05-09 17:01:03.875,187875,0
2017-05-09 17:01:03.973,187973,0
2017-05-09 17:01:04.087,188087,0
2017-05-09 17:01:04.184,188184,0
2017-05-09 17:01:04.314,188314,0
2017-05-09 17:01:04.395,188395,0
2017-05-09 17:01:04.508,188508,0
2017-05-09 17:01:04.607,188607,0
2017-05-09 17:01:04.704,188704,0
2017-05-09 17:01:04.801,188801,0
2017-05-09 17:01:04.899,188899,0
2017-05-09 17:01:04.996,188996,0
2017-05-09 17:01:05.095,189095,0
2017-05-09 17:01:05.208,189208,0
2017-05-09 17:01:05.305,189305,0
2017-05-09 17:01:05.403,189403,0
2017-05-09 17:01:05.500,189500,0
2017-05-09 17:01:05.598,189598,0
2017-05-09 17:01:05.695,189695,0
2017-05-09 17:01:05.809,189809,0
2017-05-09 17:01:05.907,189907,0
2017-05-09 17:01:06.004,190004,0
2017-05-09 17:01:06.102,190102,0
2017-05-09 17:01:06.199,190199,0
2017-05-09 17:01:06.297,190297,0
2017-05-09 17:01:06.394,190394,0
2017-05-09 17:01:06.508,190508,0
2017-05-09 17:01:06.605,190605,0
2017-05-09 17:01:06.703,190703,0
2017-05-09 17:01:06.800,190800,0
2017-05-09 17:01:06.898,190898,0
2017-05-09 17:01:06.995,190995,0
2017-05-09 17:01:07.109,191109,0
2017-05-09 17:01:07.207,191207,0
2017-05-09 17:01:07.304,191304,0
2017-05-09 17:01:07.401,191401,0
2017-05-09 17:01:07.499,191499,0
2017-05-09 17:01:07.597,191597,0
2017-05-09 17:01:07.695,191695,0
2017-05-09 17:01:07.808,191808,0
2017-05-09 17:01:07.905,191905,0
2017-05-09 17:01:08.003,192003,0
2017-05-09 17:01:08.100,192100,0
2017-05-09 17:01:08.198,192198,0
2017-05-09 17:01:08.295,192295,0
2017-05-09 17:01:08.409,192409,0
2017-05-09 17:01:08.507,192507,0
2017-05-09 17:01:08.604,192604,0
2017-05-09 17:01:08.702,192702,0
2017-05-09 17:01:08.799,192799,0
2017-05-09 17:01:08.897,192897,0
2017-05-09 17:01:08.995,192995,0
2017-05-09 17:01:09.108,193108,0
2017-05-09 17:01:09.206,193206,0
2017-05-09 17:01:09.303,193303,0
2017-05-09 17:01:09.400,193400,0
2017-05-09 17:01:09.497,193497,0
2017-05-09 17:01:09.595,193595,0
2017-05-09 17:01:09.709,193709,0
2017-05-09 17:01:09.807,193807,0
2017-05-09 17:01:09.904,193904,0
2017-05-09 17:01:10.002,194002,0
2017-05-09 17:01:10.099,194099,0
